"gene_id","gene_name","n_isoforms","n_switching_isoforms","n_switching_up","n_switching_down","max_abs_dif_switching","min_isoform_switch_q","min_gene_switch_q","has_opposing_direction_switches","has_multi_isoform_opposing_switch","rank","dataset_key","dataset_label","isoform_q_cutoff","gene_q_cutoff","min_abs_dif_cutoff"
"XLOC_019366","PKD1P1",14,1,1,0,0.200566666666667,0.0306774738981218,0.0306774738981218,FALSE,FALSE,80,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_033863","AGPAT3",14,1,1,0,0.2005,0.0433361072078614,0.0433361072078614,FALSE,FALSE,81,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_026689","FCAR",13,1,0,1,0.2002,0.0165722335137047,0.0165722335137047,FALSE,FALSE,82,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_014855","TUBGCP3",14,1,0,1,0.1999,4.28112984418222e-09,4.28112984418222e-09,FALSE,FALSE,83,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_039818","TMA16",9,1,0,1,0.1999,0.0403943314205533,0.0403943314205533,FALSE,FALSE,84,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_034720","GAS2L1",9,1,0,1,0.198033333333333,0.0054936585572501,0.0054936585572501,FALSE,FALSE,85,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_044792","POLR1C",18,1,1,0,0.196133333333333,6.80641518226142e-09,6.80641518226142e-09,FALSE,FALSE,86,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_044622","HLA-DRA",11,1,0,1,0.194066666666667,4.57512865177999e-19,4.57512865177999e-19,FALSE,FALSE,87,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_000377","PNRC2",7,1,0,1,0.193933333333333,2.69811586145643e-11,2.69811586145643e-11,FALSE,FALSE,88,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_010839","ETV6",7,1,1,0,0.193366666666667,4.0626168909415e-07,4.0626168909415e-07,FALSE,FALSE,89,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_051529","NSD3",16,1,0,1,0.192933333333333,0.000666865349943314,0.000430292806223703,FALSE,FALSE,90,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_014876","RASA3",7,1,1,0,0.1925,0.000159216038130851,0.000159216038130851,FALSE,FALSE,91,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_025606","ALKBH7",3,1,0,1,0.191733333333333,0.0180417465765129,0.0180417465765129,FALSE,FALSE,92,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_038604","LSG1",12,1,0,1,0.1917,6.86293440312666e-05,6.86293440312666e-05,FALSE,FALSE,93,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_034730","MTMR3",14,1,1,0,0.191166666666667,0.00254231172024384,0.00254231172024384,FALSE,FALSE,94,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_043392","TMEM161B",23,2,0,2,0.190633333333333,0.00126276915865804,0.00126276915865804,FALSE,FALSE,95,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_000971","FPGT",19,1,0,1,0.1903,0.000478324668872278,0.000478324668872278,FALSE,FALSE,96,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_051008","KHDRBS3",11,1,0,1,0.190033333333333,0.0146779203473449,0.0146779203473449,FALSE,FALSE,97,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_041528","DNAJC21",13,1,0,1,0.189966666666667,0.0045943579563193,0.0045943579563193,FALSE,FALSE,98,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_029631","MYO1B",19,1,1,0,0.189666666666667,0.0173804972922465,0.0173804972922465,FALSE,FALSE,99,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_032579","DNTTIP1",10,1,0,1,0.1895,0.00842947229325128,0.00842947229325128,FALSE,FALSE,100,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_046714","ZUP1",10,1,1,0,0.189033333333333,1.08954820013583e-06,1.08954820013583e-06,FALSE,FALSE,101,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_010414","USP28",15,1,1,0,0.188966666666667,5.93990675648615e-06,5.93990675648615e-06,FALSE,FALSE,102,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_049598","FAM3C",6,1,0,1,0.188833333333333,1.65192865141257e-08,1.65192865141257e-08,FALSE,FALSE,103,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_023452","PIP4K2B",4,1,1,0,0.1879,0.000176519671919635,0.000176519671919635,FALSE,FALSE,104,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_033321","SLC13A3",4,1,1,0,0.187333333333333,0.000363343802548152,0.000363343802548152,FALSE,FALSE,105,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_020669","PALB2",10,1,0,1,0.1866,0.00864799416373002,0.000632070999755175,FALSE,FALSE,106,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_012145","PARP11",10,1,1,0,0.186266666666667,5.10988864362371e-07,5.10988864362371e-07,FALSE,FALSE,107,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_004268","YY1AP1",35,1,1,0,0.185466666666667,4.93696487182956e-06,4.93696487182956e-06,FALSE,FALSE,108,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_007610","OR52K3P",11,1,0,1,0.184766666666667,0.00349303114360734,0.00349303114360734,FALSE,FALSE,109,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_017625","DIS3L",16,1,0,1,0.184666666666667,0.0467900019178534,0.0467900019178534,FALSE,FALSE,110,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_004956","LBR",20,1,1,0,0.183866666666667,0.00351634732538511,0.00351634732538511,FALSE,FALSE,111,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_047225","PHF14",16,1,1,0,0.1833,0.00206953115835937,0.00206953115835937,FALSE,FALSE,112,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_044417","BTN3A3",20,1,1,0,0.1826,0.00877625741731804,0.00877625741731804,FALSE,FALSE,113,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_040913","ELF2",15,1,1,0,0.181566666666667,0.0262294197798751,0.0262294197798751,FALSE,FALSE,114,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_013845","ALG11",16,1,0,1,0.180733333333333,0.00345244645033553,0.00345244645033553,FALSE,FALSE,115,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_038197","SLC9A9",9,1,1,0,0.180466666666667,4.26255872095803e-05,4.26255872095803e-05,FALSE,FALSE,116,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_044418","BTN2A1",15,1,1,0,0.18,0.000226689898742573,0.000226689898742573,FALSE,FALSE,117,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_023453","CWC25",19,1,1,0,0.178633333333333,0.0304714271034349,0.0304714271034349,FALSE,FALSE,118,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_043243","MRPS27",33,1,1,0,0.1782,2.12675474602299e-05,2.12675474602299e-05,FALSE,FALSE,119,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_039634","NOCT",5,1,1,0,0.1772,2.24398753836272e-06,2.24398753836272e-06,FALSE,FALSE,120,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_011964","ZNF664",13,1,0,1,0.176733333333333,8.30479902443698e-06,8.30479902443698e-06,FALSE,FALSE,121,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_002701","HES4",4,1,1,0,0.176733333333333,0.0154675289167563,0.0154675289167563,FALSE,FALSE,122,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_032404","TM9SF4",23,1,0,1,0.176666666666667,0.0300224861685005,0.0300224861685005,FALSE,FALSE,123,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_052344","CPSF1",13,1,1,0,0.1764,0.000246991348460729,0.000246991348460729,FALSE,FALSE,124,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_043405","CETN3",5,1,1,0,0.1755,0.000981055562185701,0.000981055562185701,FALSE,FALSE,125,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_034821","APOL1",17,1,1,0,0.174633333333333,0.00421390570909591,0.00421390570909591,FALSE,FALSE,126,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_041113","DDX60",23,1,1,0,0.1735,0.000135737619226752,0.000135737619226752,FALSE,FALSE,127,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_034423","USP18",21,1,1,0,0.173066666666667,3.16185940586462e-08,3.16185940586462e-08,FALSE,FALSE,128,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_008611","TMEM126B",13,1,0,1,0.171966666666667,0.00109461318597296,0.00025896529712441,FALSE,FALSE,129,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_053359","POMT1",43,1,0,1,0.171066666666667,0.0218611885863255,0.0218611885863255,FALSE,FALSE,130,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_056046","BCOR",20,1,1,0,0.1701,1.07791612612336e-06,1.07791612612336e-06,FALSE,FALSE,131,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_055860","PUDP",8,1,0,1,0.1695,0.0313346113860938,0.0313346113860938,FALSE,FALSE,132,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_009970","KMT5B",17,1,0,1,0.167966666666667,0.000975507529961882,0.000975507529961882,FALSE,FALSE,133,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_003768","ALG14",4,1,0,1,0.167766666666667,0.000232193721392635,0.000232193721392635,FALSE,FALSE,134,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_006094","SLF2",8,1,1,0,0.1677,0.000130788359783861,0.000130788359783861,FALSE,FALSE,135,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_035959","SACM1L",18,1,1,0,0.167366666666667,0.000977217594258365,0.000977217594258365,FALSE,FALSE,136,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_055571","RBMX2",6,1,0,1,0.167233333333333,2.8032991581327e-06,2.8032991581327e-06,FALSE,FALSE,137,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_025160","SLC39A6",8,1,0,1,0.1666,0.00325976358103795,0.00325976358103795,FALSE,FALSE,138,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_020429","CREBBP",11,1,0,1,0.165733333333333,0.0132653436057147,0.0132653436057147,FALSE,FALSE,139,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_049340","XLOC_049340",4,1,1,0,0.164266666666667,0.0427893261029855,0.0427893261029855,FALSE,FALSE,140,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_007997","ATG13",46,1,0,1,0.164033333333333,0.0154177785584621,0.00351508811703191,FALSE,FALSE,141,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_028123","RSAD2",20,1,0,1,0.163033333333333,1.7629320088007e-15,1.7629320088007e-15,FALSE,FALSE,142,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_015374","CGRRF1",13,1,0,1,0.1625,0.00183714621969576,0.00183714621969576,FALSE,FALSE,143,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_052401","JAK2",10,1,1,0,0.1622,0.0468848198284016,0.0468848198284016,FALSE,FALSE,144,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_024622","ME2",23,1,0,1,0.1619,0.00260740296019743,0.00260740296019743,FALSE,FALSE,145,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_040102","ACOX3",12,1,1,0,0.161,0.00170339733080403,0.00170339733080403,FALSE,FALSE,146,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_043915","FAM114A2",22,1,0,1,0.161,0.000418088960135692,0.000418088960135692,FALSE,FALSE,147,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_046217","TFEB",17,1,1,0,0.1602,0.00290862890763385,0.00290862890763385,FALSE,FALSE,148,"H_HT","H_HT_supplementary",0.05,0.05,0.15
"XLOC_042379","FBXO38",35,1,1,0,0.159666666666667,0.00900806835580145,0.000588082589182076,FALSE,FALSE,149,"H_HT","H_HT_supplementary",0.05,0.05,0.15
