"gene_name","T_gene_id","T_n_switching","T_max_abs_dif","T_min_q","T_novel_involved","T_opposing","T_rank","U_gene_id","U_n_switching","U_max_abs_dif","U_min_q","U_novel_involved","U_opposing","U_rank","significant_in_T","significant_in_U","overlap_class","max_abs_dif_either","delta_max_abs_dif"
"FSD1L",,,,,,,,"XLOC_053451",1,0.193933333333333,0.00576110899841558,FALSE,FALSE,77,FALSE,TRUE,"U-only",0.193933333333333,
"OLMALINC",,,,,,,,"XLOC_006137",3,0.191,2.00115375660898e-05,TRUE,TRUE,24,FALSE,TRUE,"U-only",0.191,
"SBF2",,,,,,,,"XLOC_009382",1,0.189266666666667,0.0174376471160519,TRUE,FALSE,78,FALSE,TRUE,"U-only",0.189266666666667,
"FAM216A",,,,,,,,"XLOC_011856",1,0.1887,6.04810516151594e-08,TRUE,FALSE,79,FALSE,TRUE,"U-only",0.1887,
"STN1",,,,,,,,"XLOC_007337",1,0.184633333333333,0.000165768245659979,TRUE,FALSE,80,FALSE,TRUE,"U-only",0.184633333333333,
"ENTPD5",,,,,,,,"XLOC_016675",2,0.1796,1.06068307262071e-07,TRUE,TRUE,26,FALSE,TRUE,"U-only",0.1796,
"ISLR",,,,,,,,"XLOC_017830",1,0.177833333333333,0.0343799709963274,TRUE,FALSE,82,FALSE,TRUE,"U-only",0.177833333333333,
"P2RY8",,,,,,,,"XLOC_056164",2,0.1769,1.0386661745288e-07,FALSE,TRUE,27,FALSE,TRUE,"U-only",0.1769,
"P2RY8",,,,,,,,"XLOC_057581",2,0.1769,1.0386661745288e-07,FALSE,TRUE,28,FALSE,TRUE,"U-only",0.1769,
"GBP1P1",,,,,,,,"XLOC_001093",1,0.1768,0.0209434200042643,TRUE,FALSE,83,FALSE,TRUE,"U-only",0.1768,
"CBR3",,,,,,,,"XLOC_033984",2,0.175933333333333,0.0175434358624711,TRUE,TRUE,29,FALSE,TRUE,"U-only",0.175933333333333,
"KBTBD7",,,,,,,,"XLOC_014548",1,0.1731,3.72679269627921e-06,TRUE,FALSE,84,FALSE,TRUE,"U-only",0.1731,
"NOTCH2NLC",,,,,,,,"XLOC_001497",1,0.172033333333333,0.00394440764347633,TRUE,FALSE,85,FALSE,TRUE,"U-only",0.172033333333333,
"PSD3",,,,,,,,"XLOC_051668",3,0.171466666666667,8.72260294219053e-05,TRUE,TRUE,30,FALSE,TRUE,"U-only",0.171466666666667,
"TLX1",,,,,,,,"XLOC_006149",1,0.166933333333333,2.15923464204543e-06,FALSE,FALSE,86,FALSE,TRUE,"U-only",0.166933333333333,
"NET1",,,,,,,,"XLOC_005330",2,0.1665,0.0302548864782146,FALSE,TRUE,31,FALSE,TRUE,"U-only",0.1665,
"GALC",,,,,,,,"XLOC_016784",1,0.166,0.0475164612197171,FALSE,FALSE,87,FALSE,TRUE,"U-only",0.166,
"NUPR1",,,,,,,,"XLOC_020854",1,0.165966666666667,0.00385695661216565,TRUE,FALSE,88,FALSE,TRUE,"U-only",0.165966666666667,
"NEPRO-AS1",,,,,,,,"XLOC_036631",1,0.1615,0.0133925189266396,FALSE,FALSE,89,FALSE,TRUE,"U-only",0.1615,
"RASSF5",,,,,,,,"XLOC_002245",2,0.159566666666667,1.11774481394504e-10,FALSE,TRUE,33,FALSE,TRUE,"U-only",0.159566666666667,
"PIP5KL1",,,,,,,,"XLOC_054753",1,0.157866666666667,0.00838322960872709,FALSE,FALSE,91,FALSE,TRUE,"U-only",0.157866666666667,
"IFT81",,,,,,,,"XLOC_011852",2,0.157733333333333,0.041857681292763,TRUE,TRUE,34,FALSE,TRUE,"U-only",0.157733333333333,
"PHIP",,,,,,,,"XLOC_046759",2,0.1562,0.014410009283768,TRUE,TRUE,35,FALSE,TRUE,"U-only",0.1562,
"SLC43A2",,,,,,,,"XLOC_022990",1,0.1561,2.96573636400851e-07,FALSE,FALSE,92,FALSE,TRUE,"U-only",0.1561,
"RPL22P1",,,,,,,,"XLOC_038616",2,0.155666666666667,0.000246680512369658,TRUE,TRUE,36,FALSE,TRUE,"U-only",0.155666666666667,
"MRPL14",,,,,,,,"XLOC_046559",1,0.1482,1.17418614142373e-19,TRUE,FALSE,95,FALSE,TRUE,"U-only",0.1482,
"NXPE3",,,,,,,,"XLOC_036566",5,0.145766666666667,1.22319290635195e-14,TRUE,TRUE,37,FALSE,TRUE,"U-only",0.145766666666667,
"SPATA5L1",,,,,,,,"XLOC_017541",2,0.1444,0.00285735176556711,TRUE,FALSE,97,FALSE,TRUE,"U-only",0.1444,
"TMEM38B",,,,,,,,"XLOC_053456",2,0.1405,1.35225990951788e-15,FALSE,TRUE,38,FALSE,TRUE,"U-only",0.1405,
"UROS",,,,,,,,"XLOC_007479",1,0.1368,0.000345449923346024,FALSE,FALSE,100,FALSE,TRUE,"U-only",0.1368,
"APOO",,,,,,,,"XLOC_056300",1,0.1364,4.84080778984245e-11,FALSE,FALSE,101,FALSE,TRUE,"U-only",0.1364,
"TADA2A",,,,,,,,"XLOC_022219",1,0.136333333333333,0.000722877723886505,TRUE,FALSE,102,FALSE,TRUE,"U-only",0.136333333333333,
"NRSN1",,,,,,,,"XLOC_044652",1,0.1363,0.00104016211929275,TRUE,FALSE,103,FALSE,TRUE,"U-only",0.1363,
"HACL1",,,,,,,,"XLOC_037485",1,0.133833333333333,0.000360843131633716,TRUE,FALSE,105,FALSE,TRUE,"U-only",0.133833333333333,
"MRI1",,,,,,,,"XLOC_025951",1,0.1299,0.0439427891434165,FALSE,FALSE,106,FALSE,TRUE,"U-only",0.1299,
"TRG-AS1",,,,,,,,"XLOC_047741",1,0.127233333333333,0.0189987856432374,FALSE,FALSE,107,FALSE,TRUE,"U-only",0.127233333333333,
"FCAR",,,,,,,,"XLOC_026851",1,0.125633333333333,0.00145814353464832,FALSE,FALSE,108,FALSE,TRUE,"U-only",0.125633333333333,
"TWNK",,,,,,,,"XLOC_006145",1,0.1256,0.000580566103924503,FALSE,FALSE,109,FALSE,TRUE,"U-only",0.1256,
"NAB1",,,,,,,,"XLOC_029802",1,0.125333333333333,0.0115126038942418,TRUE,FALSE,110,FALSE,TRUE,"U-only",0.125333333333333,
"RAP2C",,,,,,,,"XLOC_057057",1,0.121566666666667,8.45770181898657e-06,FALSE,FALSE,111,FALSE,TRUE,"U-only",0.121566666666667,
"H2AW",,,,,,,,"XLOC_005046",2,0.120533333333333,0.000238168287789761,TRUE,TRUE,41,FALSE,TRUE,"U-only",0.120533333333333,
"WASF2",,,,,,,,"XLOC_003125",1,0.120233333333333,0.021401944117729,TRUE,FALSE,112,FALSE,TRUE,"U-only",0.120233333333333,
"SLC36A1",,,,,,,,"XLOC_042704",1,0.1202,0.0449115888992504,FALSE,FALSE,113,FALSE,TRUE,"U-only",0.1202,
"BCL11A",,,,,,,,"XLOC_030783",1,0.119766666666667,0.00491071332414216,FALSE,FALSE,114,FALSE,TRUE,"U-only",0.119766666666667,
"GUCY1B1",,,,,,,,"XLOC_040024",1,0.1189,0.00434419163544725,FALSE,FALSE,115,FALSE,TRUE,"U-only",0.1189,
"WDSUB1",,,,,,,,"XLOC_031650",1,0.118033333333333,0.0140014320173363,TRUE,FALSE,116,FALSE,TRUE,"U-only",0.118033333333333,
"POLR3H",,,,,,,,"XLOC_035703",1,0.117366666666667,0.000770229846171572,TRUE,FALSE,117,FALSE,TRUE,"U-only",0.117366666666667,
"SLC11A1",,,,,,,,"XLOC_030040",2,0.117,0.0095241455619334,FALSE,FALSE,118,FALSE,TRUE,"U-only",0.117,
"AP4B1",,,,,,,,"XLOC_003947",2,0.1159,0.0229892457814974,TRUE,TRUE,42,FALSE,TRUE,"U-only",0.1159,
"GS1-124K5.4",,,,,,,,"XLOC_048015",1,0.1156,1.36017506760869e-06,TRUE,FALSE,119,FALSE,TRUE,"U-only",0.1156,
"ZNF232",,,,,,,,"XLOC_023081",2,0.1155,0.000252034537262532,TRUE,TRUE,43,FALSE,TRUE,"U-only",0.1155,
"PTGES3P1",,,,,,,,"XLOC_003728",3,0.1134,0.000765981171752436,TRUE,TRUE,44,FALSE,TRUE,"U-only",0.1134,
"PLEKHN1",,,,,,,,"XLOC_000044",1,0.110633333333333,0.0463109063001286,FALSE,FALSE,121,FALSE,TRUE,"U-only",0.110633333333333,
"LINC01060",,,,,,,,"XLOC_040226",2,0.110533333333333,0.00271177078826354,FALSE,TRUE,45,FALSE,TRUE,"U-only",0.110533333333333,
"TRMT5",,,,,,,,"XLOC_016521",1,0.108033333333333,0.000935919495501593,TRUE,FALSE,122,FALSE,TRUE,"U-only",0.108033333333333,
"CD180",,,,,,,,"XLOC_043484",2,0.105966666666667,0.00264431794418855,TRUE,TRUE,46,FALSE,TRUE,"U-only",0.105966666666667,
"TANGO2",,,,,,,,"XLOC_034674",1,0.105866666666667,0.0402810827001302,FALSE,FALSE,123,FALSE,TRUE,"U-only",0.105866666666667,
"MCOLN2",,,,,,,,"XLOC_003695",1,0.105566666666667,9.17624772376985e-05,TRUE,FALSE,124,FALSE,TRUE,"U-only",0.105566666666667,
"PROCA1",,,,,,,,"XLOC_023416",1,0.103666666666667,0.0282331563617409,FALSE,FALSE,126,FALSE,TRUE,"U-only",0.103666666666667,
"VWA5A",,,,,,,,"XLOC_009033",1,0.1027,0.000171130255773441,TRUE,FALSE,127,FALSE,TRUE,"U-only",0.1027,
