"scale","model","n_isoforms_wt_sig","retention_lower_bound","ci_low","ci_high","n_isoforms_all","wt_estimate_reliability","diagnostic_slope_all","note"
"scaledTPM","primary (~0+group)",238,0.556949455825103,0.486595306673993,0.627303604976212,127315,0.00660390765706001,0.0679490673671964,"retention_lower_bound: WT-significant isoforms; winner's curse on the denominator biases it DOWN, so true retention is at least this. diagnostic_slope_all is regression dilution at reliability 0.007 -- not a retention estimate."
"scaledTPM","sensitivity (+rep3)",205,0.550857263168428,0.464135588654262,0.637578937682595,127315,0.1628816696542,0.0711422629560144,"retention_lower_bound: WT-significant isoforms; winner's curse on the denominator biases it DOWN, so true retention is at least this. diagnostic_slope_all is regression dilution at reliability 0.163 -- not a retention estimate."
"expected_count","primary (~0+group)",397,0.47070048928057,0.420326262496958,0.521074716064181,116844,-0.0343030061316157,0.0824100892278104,"retention_lower_bound: WT-significant isoforms; winner's curse on the denominator biases it DOWN, so true retention is at least this. diagnostic_slope_all is regression dilution at reliability -0.034 -- not a retention estimate."
"expected_count","sensitivity (+rep3)",373,0.414009029601746,0.351989506119466,0.476028553084027,116844,0.155230686006001,0.0867398004906349,"retention_lower_bound: WT-significant isoforms; winner's curse on the denominator biases it DOWN, so true retention is at least this. diagnostic_slope_all is regression dilution at reliability 0.155 -- not a retention estimate."
