"gene_id","gene_name","n_isoforms","n_switching_isoforms","n_novel_isoforms","min_isoform_switch_q","min_gene_switch_q","max_abs_dif_all_isoforms","max_abs_dif_switching","novel_involved"
"XLOC_000716","AKR1A1",29,0,20,2.54925149142482e-06,2.54925149142482e-06,0.0454333333333333,,FALSE
"XLOC_000717","NASP",27,0,13,0.0232161600857582,0.0232161600857582,0.0636,,FALSE
"XLOC_000718","TMEM69",6,0,5,0.551737259406307,0.551737259406307,0.0780333333333333,,FALSE
"XLOC_000720","MAST2",9,0,0,0.80004078426899,0.80004078426899,0.186666666666667,,FALSE
"XLOC_000726","RAD54L",23,0,11,0.465109465224255,0.465109465224255,0.1493,,FALSE
"XLOC_000727","UQCRH",7,0,4,0.959120277162019,0.959120277162019,0.00713333333333332,,FALSE
"XLOC_000744","CMPK1",9,0,5,0.76758545596858,0.76758545596858,0.0270333333333333,,FALSE
"XLOC_000785","OSBPL9",43,0,21,0.00564617771911916,0.00564617771911916,0.0745,,FALSE
"XLOC_000794","BTF3L4",12,0,6,0.583354642150236,0.583354642150236,0.0970666666666666,,FALSE
"XLOC_000801","PRPF38A",14,1,11,6.00509229674827e-05,6.00509229674827e-05,0.2532,0.2532,TRUE
"XLOC_000812","SCP2",19,0,10,0.906399422937687,0.906399422937687,0.0371333333333334,,FALSE
"XLOC_000831","TCEANC2",10,0,5,0.060065918159149,0.060065918159149,0.1575,,FALSE
"XLOC_000833","MRPL37",11,0,6,0.555685450661435,0.555685450661435,0.0601,,FALSE
"XLOC_000840","ACOT11",6,0,1,0.431396512624616,0.431396512624616,0.1646,,FALSE
"XLOC_000841","MROH7",22,0,8,0.148393712607922,0.148393712607922,0.0702666666666666,,FALSE
"XLOC_000869","LINC01135",8,0,3,0.728943025308364,0.728943025308364,0.1827,,FALSE
"XLOC_000872","FGGY",30,0,12,0.691163148110524,0.691163148110524,0.0398333333333333,,FALSE
"XLOC_000893","ATG4C",10,0,7,0.16544872919794,0.16544872919794,0.256666666666667,,FALSE
"XLOC_000903","ALG6",11,0,2,0.283349651191323,0.283349651191323,0.157133333333333,,FALSE
"XLOC_000906","PGM1",4,0,1,0.571896883953112,0.571896883953112,0.00763333333333338,,FALSE
"XLOC_000913","RAVER2",3,0,0,0.675655076772466,0.675655076772466,0.166666666666667,,FALSE
"XLOC_000919","DNAJC6",9,0,2,0.0278126663724334,0.0278126663724334,0.0656666666666667,,FALSE
"XLOC_000920","LEPROT",16,0,6,0.516903241852161,0.516903241852161,0.0273666666666667,,FALSE
"XLOC_000921","PDE4B",23,0,10,0.00183714621969576,0.00183714621969576,0.0906333333333333,,FALSE
"XLOC_000926","MIER1",16,0,6,0.209895349104008,0.209895349104008,0.1093,,FALSE
"XLOC_000935","GADD45A",6,0,0,0.996095149113374,0.996095149113374,0.146933333333333,,FALSE
"XLOC_000950","SRSF11",34,0,18,0.457139574524864,0.457139574524864,0.0524333333333333,,FALSE
"XLOC_000951","HHLA3",9,0,1,0.849799783368725,0.849799783368725,0.223166666666667,,FALSE
"XLOC_000971","FPGT",19,1,5,0.000478324668872278,0.000478324668872278,0.1903,0.1903,TRUE
"XLOC_000974","TYW3",7,0,3,0.0194684055220856,0.0194684055220856,0.0748,,FALSE
"XLOC_000980","ACADM",63,0,24,0.442101318862511,0.442101318862511,0.0691666666666667,,FALSE
"XLOC_001004","DNAJB4",7,0,3,0.0781507688167146,0.0781507688167146,0.0241,,FALSE
"XLOC_001008","IFI44L",19,0,5,0.748879775384927,0.748879775384927,0.1115,,FALSE
"XLOC_001009","IFI44",24,1,19,1.58843051900716e-05,1.58843051900716e-05,0.2181,0.2181,TRUE
"XLOC_001033","PRKACB",14,0,7,0.603815897904179,0.603815897904179,0.113866666666667,,FALSE
"XLOC_001040","RPF1",4,0,2,0.0734176647472258,0.0734176647472258,0.1214,,FALSE
"XLOC_001042","XLOC_001042",5,0,3,0.944592370752551,0.944592370752551,0.162666666666667,,FALSE
"XLOC_001045","DNAI3",7,0,4,0.191075858684184,0.191075858684184,0.162133333333333,,FALSE
"XLOC_001058","SH3GLB1",13,0,8,0.942454957956475,0.942454957956475,0.0212,,FALSE
"XLOC_001060","HS2ST1",22,0,5,0.166336076513317,0.166336076513317,0.0616666666666667,,FALSE
"XLOC_001062","LINC02801",18,0,15,0.302442566845394,0.302442566845394,0.0522,,FALSE
"XLOC_001068","PKN2",8,0,1,0.182384356409091,0.182384356409091,0.0824333333333333,,FALSE
