"n_genes_tested_in_both","n_switching_in_T","n_switching_in_H","n_switching_in_both","expected_in_both_if_independent","odds_ratio","conf_low","conf_high","p_value","background"
7671,80,162,8,1.68947985921001,5.36249793459305,2.19224856228794,11.400836157598,0.000265360643572528,"genes quantified in both unfiltered HT objects"
