"isoform_q_cutoff","gene_q_cutoff","min_abs_dif_cutoff","n_isoforms_T","n_isoforms_U","n_switching_isoforms_T","n_switching_isoforms_U","n_switching_genes_T","n_switching_genes_U","n_shared_isoforms_any","n_shared_significant_isoforms","n_genes_shared","n_genes_T_only","n_genes_U_only","jaccard_gene_overlap","n_symbols_retained_in_both_objects","median_delta_dIF_matched","median_abs_delta_dIF_matched","n_matched_isoforms_both_finite","pct_T_sig_same_direction_in_U","pct_T_sig_passing_threshold_in_U","pct_U_sig_same_direction_in_T","pct_U_sig_passing_threshold_in_T","selconf_spearman_rho_shared_sig_dIF","selconf_n_shared_sig_same_direction","selconf_n_shared_sig_opposite_direction","selconf_binom_p_same_direction","kruskal_p_abs_dIF_by_class","wilcox_paired_abs_dIF_U_vs_T_p","wilcox_delta_dIF_vs_0_p","inputs_pre_reduced_to_switching_genes","unfiltered_context_available","n_genes_tested_in_both","background_odds_ratio","background_p_value"
0.05,0.05,0.15,166394,173016,143,79,118,62,154360,18,15,102,44,0.093167701863354,10817,-1e-04,0.00679999999999997,154360,85,22.8571428571429,78.9473684210526,32.8947368421053,0.917440660474716,18,0,7.62939453124999e-06,0.0127519675559382,0,1.21303341992804e-14,TRUE,TRUE,11126,36.1111371103825,2.65279408327511e-17
