"symbols_retained_in_T_object","symbols_retained_in_U_object","symbols_retained_in_both","of_those_switching_in_T_only","of_those_switching_in_U_only","of_those_switching_in_both","of_those_switching_in_neither","note"
11213,11560,10817,101,41,15,10660,"Both objects were reduced to significant switching genes before saving; 'retained' is not 'tested'. Gene overlap cannot exceed symbols_retained_in_both."
