"n_genes_tested_in_both","n_switching_in_T","n_switching_in_U","n_switching_in_both","expected_in_both_if_independent","odds_ratio","conf_low","conf_high","p_value","background"
11126,116,60,15,0.625561747258673,36.1111371103825,18.0983151763037,68.5284311269342,2.65279408327511e-17,"genes quantified in both unfiltered UT objects"
