"isoform_id","gene_id","gene_name","oId","class_code","T_dIF","T_abs_dIF","T_q","T_gene_q","T_switching","T_novel","U_gene_id","U_gene_name","U_dIF","U_abs_dIF","U_q","U_gene_q","U_switching","U_novel","present_in_T","present_in_U","present_in_both","overlap_class","same_direction","delta_dIF","abs_delta_dIF"
"TCONS_00001391","XLOC_000332","CDA","ENST00000461985.1","=",0.00133333333333333,0.00133333333333333,0.998161431539877,0.038586546179063,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00001392","XLOC_000332","CDA","PB.195.1","=",0.0513666666666666,0.0513666666666666,0.946676792468211,0.038586546179063,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00027031","XLOC_000332","CDA","PB.197.1","j",0.108233333333333,0.108233333333333,0.88402433818588,0.038586546179063,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00029778","XLOC_000332","CDA","PB.197.2","j",-0.160933333333333,0.160933333333333,0.038586546179063,0.038586546179063,TRUE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"T-significant / missing in U",,,
"TCONS_00002540","XLOC_000574","AGO4","ENST00000373210.4","=",-0.191633333333333,0.191633333333333,0.0392160238918131,0.0392160238918131,TRUE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"T-significant / missing in U",,,
"TCONS_00002541","XLOC_000574","AGO4","ENST00000488778.1","=",0.0261,0.0261,0.791754442188018,0.0392160238918131,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00002542","XLOC_000574","AGO4","ENST00000496257.1","=",0.135166666666667,0.135166666666667,0.263814372431103,0.0392160238918131,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00029848","XLOC_000574","AGO4","PB.392.1","c",0.0303666666666667,0.0303666666666667,0.826155150287102,0.0392160238918131,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00003296","XLOC_000707","DMAP1","ENST00000361745.10","=",0.00126666666666667,0.00126666666666667,1,0.0104236252790435,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00003298","XLOC_000707","DMAP1","ENST00000440641.5","=",-0.0012,0.0012,0.946312450845199,0.0104236252790435,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00003299","XLOC_000707","DMAP1","ENST00000372289.7","=",-0.0124666666666667,0.0124666666666667,0.930356517491311,0.0104236252790435,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00003301","XLOC_000707","DMAP1","ENST00000437511.5","=",-0.000866666666666668,0.000866666666666668,0.968736314872131,0.0104236252790435,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00003305","XLOC_000707","DMAP1","PB.546.1","=",-0.1528,0.1528,0.0104236252790435,0.0104236252790435,TRUE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"T-significant / missing in U",,,
"TCONS_00003306","XLOC_000707","DMAP1","ENST00000463950.1","=",0.00783333333333333,0.00783333333333333,0.810548597578339,0.0104236252790435,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00003308","XLOC_000707","DMAP1","ENST00000488433.5","=",0.00583333333333333,0.00583333333333333,0.970640907799963,0.0104236252790435,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00003309","XLOC_000707","DMAP1","ENST00000483741.1","=",0.0283666666666667,0.0283666666666667,0.910669119862254,0.0104236252790435,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00022086","XLOC_000707","DMAP1","PB.546.3","n",0.00356666666666667,0.00356666666666667,0.954571790506809,0.0104236252790435,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00027233","XLOC_000707","DMAP1","PB.549.1","c",-0.0384333333333333,0.0384333333333333,0.79039000722064,0.0104236252790435,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00027234","XLOC_000707","DMAP1","PB.549.2","c",0.160933333333333,0.160933333333333,0.0807719194277176,0.0104236252790435,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00004795","XLOC_001048","PRKACB","ENST00000370689.6","=",0.147833333333333,0.147833333333333,0.312277357668931,0.0461894919003621,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00004796","XLOC_001048","PRKACB","ENST00000370688.7","=",-0.000399999999999998,0.000399999999999998,0.99827197286669,0.0461894919003621,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00004798","XLOC_001048","PRKACB","ENST00000370685.7","=",-0.2291,0.2291,0.0461894919003621,0.0461894919003621,TRUE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"T-significant / missing in U",,,
"TCONS_00004804","XLOC_001048","PRKACB","ENST00000610703.4","=",0.138366666666667,0.138366666666667,0.764159788807256,0.0461894919003621,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00027439","XLOC_001048","PRKACB","PB.757.5","j",-0.0441333333333333,0.0441333333333333,0.950950830181264,0.0461894919003621,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00030066","XLOC_001048","PRKACB","PB.787.4","j",-0.0127,0.0127,0.946246617521928,0.0461894919003621,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00005889","XLOC_001303","CTTNBP2NL","ENST00000271277.11","=",-0.194233333333333,0.194233333333333,1.14088211584295e-05,1.14088211584295e-05,TRUE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"T-significant / missing in U",,,
"TCONS_00005890","XLOC_001303","CTTNBP2NL","ENST00000441739.1","=",0.0316333333333333,0.0316333333333333,0.666113991628464,1.14088211584295e-05,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00005892","XLOC_001303","CTTNBP2NL","ENST00000607039.1","=",0.0221333333333333,0.0221333333333333,0.793653795625581,1.14088211584295e-05,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00022417","XLOC_001303","CTTNBP2NL","PB.935.7","j",0.147766666666667,0.147766666666667,0.00541347371679368,1.14088211584295e-05,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00006054","XLOC_001352","PTGFRN","ENST00000393203.3","=",-0.0391,0.0391,0.873336871084596,0.032986730597945,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00006055","XLOC_001352","PTGFRN","ENST00000496699.1","=",-0.0251,0.0251,0.674817729477614,0.032986730597945,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00006056","XLOC_001352","PTGFRN","ENST00000497385.1","=",-0.138866666666667,0.138866666666667,0.37600996361984,0.032986730597945,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00027653","XLOC_001352","PTGFRN","PB.1046.1","c",0.183033333333333,0.183033333333333,0.032986730597945,0.032986730597945,TRUE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"T-significant / missing in U",,,
"TCONS_00027654","XLOC_001352","PTGFRN","PB.1046.2","j",0.0201,0.0201,0.60330973667485,0.032986730597945,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00006676","XLOC_001524","ADAMTSL4","ENST00000369039.9","=",0.00296666666666667,0.00296666666666667,0.993563785997512,0.00232716627088813,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00006677","XLOC_001524","ADAMTSL4","ENST00000369041.9","=",0.0125,0.0125,0.926225341353023,0.00232716627088813,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00006678","XLOC_001524","ADAMTSL4","ENST00000271643.9","=",0.1358,0.1358,0.0398633506527514,0.00232716627088813,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00006679","XLOC_001524","ADAMTSL4","ENST00000483335.1","=",-0.0134,0.0134,0.510738427903624,0.00232716627088813,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00006683","XLOC_001524","ADAMTSL4","ENST00000369038.6","=",-0.00126666666666667,0.00126666666666667,0.993245236754558,0.00232716627088813,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00006684","XLOC_001524","ADAMTSL4","ENST00000489159.1","=",-0.131966666666667,0.131966666666667,0.00232716627088813,0.00232716627088813,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00007384","XLOC_001687","TMEM79","ENST00000463670.5","=",0.206366666666667,0.206366666666667,0.157591204839591,0.0241419353695401,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00007385","XLOC_001687","TMEM79","ENST00000295694.9","=",-0.293766666666667,0.293766666666667,0.0241419353695401,0.0241419353695401,TRUE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"T-significant / missing in U",,,
"TCONS_00007386","XLOC_001687","TMEM79","ENST00000357501.6","=",0.0303,0.0303,0.971807915567184,0.0241419353695401,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00007387","XLOC_001687","TMEM79","ENST00000495881.1","=",0.0212666666666667,0.0212666666666667,0.964195285902499,0.0241419353695401,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00007390","XLOC_001687","TMEM79","ENST00000485135.1","=",0.0358333333333333,0.0358333333333333,0.624586882633732,0.0241419353695401,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00007518","XLOC_001715","CD1D","PB.1386.6","=",0.0437,0.0437,0.267654944898505,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00022696","XLOC_001715","CD1D","PB.1306.1","j",-0.0199,0.0199,0.930027556851579,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00022697","XLOC_001715","CD1D","PB.1386.1","j",-0.00386666666666667,0.00386666666666667,0.981054508722999,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00025809","XLOC_001715","CD1D","PB.1051.1","j",-0.0217666666666667,0.0217666666666667,0.85153956557028,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00025810","XLOC_001715","CD1D","PB.1051.4","m",0.0361,0.0361,0.351251489584081,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00027867","XLOC_001715","CD1D","PB.1386.4","j",0.0018,0.0018,0.988002230179986,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00027869","XLOC_001715","CD1D","PB.1386.9","j",-0.0819333333333333,0.0819333333333333,2.77577300933962e-19,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00027872","XLOC_001715","CD1D","PB.1386.13","j",0.00766666666666667,0.00766666666666667,0.996865376668892,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00027873","XLOC_001715","CD1D","PB.1386.14","c",-0.1371,0.1371,0.0145783575163303,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00027874","XLOC_001715","CD1D","PB.1386.15","c",0.1492,0.1492,0.00781646280634204,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00027875","XLOC_001715","CD1D","PB.1386.16","j",0.0213666666666667,0.0213666666666667,0.476510065085788,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00030386","XLOC_001715","CD1D","PB.1491.4","j",0.0192666666666667,0.0192666666666667,0.683010901789041,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00030389","XLOC_001715","CD1D","PB.1491.9","j",-0.0262,0.0262,0.833370670547001,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00030390","XLOC_001715","CD1D","PB.1491.12","j",-0.00386666666666667,0.00386666666666667,0.962908690010673,2.77577300933962e-19,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00008513","XLOC_001966","RASAL2","ENST00000367649.8","=",0.0750666666666666,0.0750666666666666,0.532854286116013,0.00325413777445229,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00008514","XLOC_001966","RASAL2","ENST00000465723.1","=",0.0147333333333333,0.0147333333333333,0.552183043860603,0.00325413777445229,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00008516","XLOC_001966","RASAL2","ENST00000462775.5","=",-0.0173666666666667,0.0173666666666667,0.761978199319848,0.00325413777445229,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00008518","XLOC_001966","RASAL2","ENST00000696607.1","=",-0.1658,0.1658,0.00325413777445229,0.00325413777445229,TRUE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"T-significant / missing in U",,,
"TCONS_00008521","XLOC_001966","RASAL2","ENST00000463079.1","=",0.0410666666666667,0.0410666666666667,0.0493292442686348,0.00325413777445229,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00022879","XLOC_001966","RASAL2","PB.1476.1","c",0.121366666666667,0.121366666666667,0.38911260612806,0.00325413777445229,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00022880","XLOC_001966","RASAL2","PB.1476.2","c",-0.00733333333333334,0.00733333333333334,0.988002230179986,0.00325413777445229,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00022881","XLOC_001966","RASAL2","PB.1476.3","c",-0.0604333333333333,0.0604333333333333,0.409982880190471,0.00325413777445229,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00028047","XLOC_001966","RASAL2","PB.1574.2","j",-0.0199,0.0199,0.878571569337054,0.00325413777445229,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00030480","XLOC_001966","RASAL2","PB.1678.3","i",0.00863333333333333,0.00863333333333333,0.859842903594247,0.00325413777445229,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00010179","XLOC_002392","FBXO28","ENST00000424254.6","=",0.00846666666666667,0.00846666666666667,0.882225222467951,0.000140357399876349,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00010180","XLOC_002392","FBXO28","ENST00000366862.10","=",-0.168566666666667,0.168566666666667,0.0292822819228986,0.000140357399876349,TRUE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"T-significant / missing in U",,,
"TCONS_00010182","XLOC_002392","FBXO28","ENST00000483773.1","=",0.0109,0.0109,0.767563429598521,0.000140357399876349,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00026050","XLOC_002392","FBXO28","PB.1458.4","c",0.121133333333333,0.121133333333333,0.000140357399876349,0.000140357399876349,FALSE,TRUE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00011938","XLOC_002833","UTS2","ENST00000361696.10","=",-0.0250333333333333,0.0250333333333333,0.044543746608444,1.78089449082664e-10,FALSE,FALSE,"XLOC_002833","UTS2",-0.0374,0.0374,0.671802633060449,2.37319292335412e-30,FALSE,FALSE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,-0.0123666666666667,0.0123666666666667
"TCONS_00011939","XLOC_002833","UTS2","ENST00000054668.5","=",-0.0270333333333333,0.0270333333333333,0.176909671716978,1.78089449082664e-10,FALSE,FALSE,"XLOC_002833","UTS2",-0.0230666666666667,0.0230666666666667,0.000456888737976579,2.37319292335412e-30,FALSE,FALSE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,0.00396666666666666,0.00396666666666666
"TCONS_00011940","XLOC_002833","UTS2","ENST00000377507.8","=",0.176833333333333,0.176833333333333,0.00191510800248346,1.78089449082664e-10,TRUE,FALSE,"XLOC_002833","UTS2",0.2337,0.2337,2.37319292335412e-30,2.37319292335412e-30,TRUE,FALSE,TRUE,TRUE,TRUE,"Shared significant",TRUE,0.0568666666666667,0.0568666666666667
"TCONS_00011944","XLOC_002833","UTS2","ENST00000674210.1","=",0.0119666666666667,0.0119666666666667,0.803206591081616,1.78089449082664e-10,FALSE,FALSE,"XLOC_002833","UTS2",0.0397666666666667,0.0397666666666667,0.459734976257452,2.37319292335412e-30,FALSE,FALSE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,0.0278,0.0278
"TCONS_00023384","XLOC_002833","UTS2","PB.59.2","j",-0.0215,0.0215,8.6598262777984e-10,1.78089449082664e-10,FALSE,TRUE,"XLOC_002833","UTS2",-0.0281,0.0281,1.18068911085704e-06,2.37319292335412e-30,FALSE,TRUE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,-0.0066,0.0066
"TCONS_00023387","XLOC_002833","UTS2","PB.72.5","j",-0.1602,0.1602,1.78089449082664e-10,1.78089449082664e-10,TRUE,TRUE,"XLOC_002833","UTS2",-0.193033333333333,0.193033333333333,3.46637005620153e-22,2.37319292335412e-30,TRUE,TRUE,TRUE,TRUE,TRUE,"Shared significant",TRUE,-0.0328333333333333,0.0328333333333333
"TCONS_00023390","XLOC_002833","UTS2","PB.42.15","j",0.0321666666666667,0.0321666666666667,0.331054475856567,1.78089449082664e-10,FALSE,TRUE,"XLOC_002833","UTS2",0.0349333333333333,0.0349333333333333,4.01273381258809e-10,2.37319292335412e-30,FALSE,TRUE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,0.00276666666666667,0.00276666666666667
"TCONS_00023394","XLOC_002833","UTS2","PB.42.25","j",0.0199,0.0199,0.201527843233207,1.78089449082664e-10,FALSE,TRUE,"XLOC_002833","UTS2",0.0228333333333333,0.0228333333333333,0.0402810827001302,2.37319292335412e-30,FALSE,TRUE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,0.00293333333333334,0.00293333333333334
"TCONS_00023396","XLOC_002833","UTS2","PB.61.33","j",-0.00133333333333333,0.00133333333333333,0.946312450845199,1.78089449082664e-10,FALSE,TRUE,"XLOC_002833","UTS2",-0.009,0.009,0.892191273681322,2.37319292335412e-30,FALSE,TRUE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,-0.00766666666666667,0.00766666666666667
"TCONS_00023397","XLOC_002833","UTS2","PB.61.34","j",0.00523333333333333,0.00523333333333333,0.782213174534641,1.78089449082664e-10,FALSE,TRUE,"XLOC_002833","UTS2",0.0107,0.0107,0.183179012179491,2.37319292335412e-30,FALSE,TRUE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,0.00546666666666667,0.00546666666666667
"TCONS_00023398","XLOC_002833","UTS2","PB.42.53","j",0.00256666666666667,0.00256666666666667,0.928425096820991,1.78089449082664e-10,FALSE,TRUE,"XLOC_002833","UTS2",0.00853333333333334,0.00853333333333334,0.451689914547405,2.37319292335412e-30,FALSE,TRUE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,0.00596666666666667,0.00596666666666667
"TCONS_00028459","XLOC_002833","UTS2","PB.74.8","j",0.0316,0.0316,0.200062473248489,1.78089449082664e-10,FALSE,TRUE,"XLOC_002833","UTS2",0.0156666666666667,0.0156666666666667,0.971364481707397,2.37319292335412e-30,FALSE,TRUE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,-0.0159333333333333,0.0159333333333333
"TCONS_00012037","XLOC_002864","CTNNBIP1","ENST00000377263.6","=",-0.115166666666667,0.115166666666667,0.0024240197517107,0.0024240197517107,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00012038","XLOC_002864","CTNNBIP1","ENST00000400904.7","=",0.145466666666667,0.145466666666667,0.00509052003126799,0.0024240197517107,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00012040","XLOC_002864","CTNNBIP1","ENST00000377256.1","=",-0.0325333333333334,0.0325333333333334,0.88307291950106,0.0024240197517107,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00014041","XLOC_003349","KDM4A-AS1","ENST00000663424.1","=",-0.0688,0.0688,0.471814174320919,7.66050553423514e-06,FALSE,FALSE,"XLOC_003349","KDM4A-AS1",-0.0116,0.0116,0.980553874233056,7.55157600654267e-06,FALSE,FALSE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,0.0572,0.0572
"TCONS_00014042","XLOC_003349","KDM4A-AS1","ENST00000439057.6","=",-0.210333333333333,0.210333333333333,7.66050553423514e-06,7.66050553423514e-06,TRUE,FALSE,"XLOC_003349","KDM4A-AS1",0.0296,0.0296,0.988588853578776,7.55157600654267e-06,FALSE,FALSE,TRUE,TRUE,TRUE,"T-significant / U-present non-sig",FALSE,0.239933333333333,0.239933333333333
"TCONS_00014043","XLOC_003349","KDM4A-AS1","ENST00000398804.7","=",0.0459666666666667,0.0459666666666667,0.774092423857654,7.66050553423514e-06,FALSE,FALSE,"XLOC_003349","KDM4A-AS1",-0.0387666666666667,0.0387666666666667,0.984708579719683,7.55157600654267e-06,FALSE,FALSE,TRUE,TRUE,TRUE,"Non-significant / other",FALSE,-0.0847333333333333,0.0847333333333333
"TCONS_00014044","XLOC_003349","KDM4A-AS1","ENST00000659644.2","=",-0.00616666666666667,0.00616666666666667,0.996425541196871,7.66050553423514e-06,FALSE,FALSE,"XLOC_003349","KDM4A-AS1",0.0299,0.0299,0.978558823517979,7.55157600654267e-06,FALSE,FALSE,TRUE,TRUE,TRUE,"Non-significant / other",FALSE,0.0360666666666667,0.0360666666666667
"TCONS_00014046","XLOC_003349","KDM4A-AS1","ENST00000453015.1","=",0.0162,0.0162,0.786341166982157,7.66050553423514e-06,FALSE,FALSE,"XLOC_003349","KDM4A-AS1",-0.0187666666666667,0.0187666666666667,0.926981436064936,7.55157600654267e-06,FALSE,FALSE,TRUE,TRUE,TRUE,"Non-significant / other",FALSE,-0.0349666666666667,0.0349666666666667
"TCONS_00014047","XLOC_003349","KDM4A-AS1","ENST00000418149.2","=",0.107633333333333,0.107633333333333,0.289159726997461,7.66050553423514e-06,FALSE,FALSE,"XLOC_003349","KDM4A-AS1",-0.160233333333333,0.160233333333333,7.55157600654267e-06,7.55157600654267e-06,TRUE,FALSE,TRUE,TRUE,TRUE,"U-significant / T-present non-sig",FALSE,-0.267866666666667,0.267866666666667
"TCONS_00023858","XLOC_003349","KDM4A-AS1","PB.539.5","j",0.0955,0.0955,0.785541624512806,7.66050553423514e-06,FALSE,TRUE,"XLOC_003349","KDM4A-AS1",0.126433333333333,0.126433333333333,0.630393437192637,7.55157600654267e-06,FALSE,TRUE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,0.0309333333333334,0.0309333333333334
"TCONS_00023859","XLOC_003349","KDM4A-AS1","PB.539.7","j",0.00133333333333333,0.00133333333333333,0.841987434275843,7.66050553423514e-06,FALSE,TRUE,"XLOC_003349","KDM4A-AS1",0.0372,0.0372,0.743396576852388,7.55157600654267e-06,FALSE,TRUE,TRUE,TRUE,TRUE,"Non-significant / other",TRUE,0.0358666666666667,0.0358666666666667
"TCONS_00030913","XLOC_003349","KDM4A-AS1","PB.553.1","j",0.0091,0.0091,0.906307981916668,7.66050553423514e-06,FALSE,TRUE,"XLOC_003349","KDM4A-AS1",-9.99999999999994e-05,9.99999999999994e-05,1,7.55157600654267e-06,FALSE,TRUE,TRUE,TRUE,TRUE,"Non-significant / other",FALSE,-0.0092,0.0092
"TCONS_00014466","XLOC_003446","TTC39A","ENST00000680483.1","=",-0.2151,0.2151,0.79343835236453,0.00289076514057722,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00014469","XLOC_003446","TTC39A","ENST00000439482.6","=",-0.0658,0.0658,0.560616726589759,0.00289076514057722,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00014472","XLOC_003446","TTC39A","ENST00000262675.11","=",0.0274,0.0274,0.849708439150762,0.00289076514057722,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00014475","XLOC_003446","TTC39A","ENST00000525906.1","=",-0.0349,0.0349,0.8211805355099,0.00289076514057722,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00014476","XLOC_003446","TTC39A","ENST00000431927.5","=",-0.0381666666666667,0.0381666666666667,0.991384976931241,0.00289076514057722,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00014478","XLOC_003446","TTC39A","ENST00000262676.9","=",0.0179333333333333,0.0179333333333333,0.854604464333865,0.00289076514057722,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00014479","XLOC_003446","TTC39A","ENST00000524442.1","=",-0.0612,0.0612,0.993041813401932,0.00289076514057722,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
"TCONS_00014480","XLOC_003446","TTC39A","ENST00000411642.6","=",-0.0573333333333333,0.0573333333333333,0.9141770491648,0.00289076514057722,FALSE,FALSE,,,,,,,FALSE,,TRUE,FALSE,FALSE,"Non-significant / other",,,
