"gene_name","switching","max_abs_dif","max_abs_dif_any","gene_expression","novel_involved","dataset","reference","isg_class"
"CDC42EP4",FALSE,,0.00786666666666669,40.9045199955846,FALSE,"T_HT","HT","Type II"
"CIITA",FALSE,,0.118033333333333,3.10878768512821,FALSE,"T_HT","HT","Type II"
"CITED1",FALSE,,0.0750333333333333,20.1457383268081,FALSE,"T_HT","HT","Type II"
"CLDN1",FALSE,,0.0128666666666667,11.6622092591612,FALSE,"T_HT","HT","Type II"
"CNOT7",FALSE,,0.0264,117.737550339668,FALSE,"T_HT","HT","Type I"
"CXCL16",FALSE,,0.1338,28.586292446867,FALSE,"T_HT","HT","Type II"
"CYP27B1",FALSE,,0.0567333333333333,75.6856689059046,FALSE,"T_HT","HT","Type II"
"DAPK1",FALSE,,0.0933333333333333,35.1712930378024,FALSE,"T_HT","HT","Type II"
"DAPK3",FALSE,,0.0136666666666667,53.9855311151986,FALSE,"T_HT","HT","Type II"
"DCST1",FALSE,,0.0323333333333333,183.035423354776,FALSE,"T_HT","HT","Type I"
"EDN1",FALSE,,0.241733333333333,5.57425538192303,FALSE,"T_HT","HT","Type II"
"EIF4E2",FALSE,,0.0348333333333333,108.823499893911,FALSE,"T_HT","HT","Type I"
"EPRS1",FALSE,,0.0353,227.807029604754,FALSE,"T_HT","HT","Type II"
"FLNB",FALSE,,0.0815333333333333,58.3693882747623,FALSE,"T_HT","HT","Type II"
"GAPDH",FALSE,,0.0372666666666667,2182.71942220327,FALSE,"T_HT","HT","Type II"
"GBP1",TRUE,0.239266666666667,0.239266666666667,99.948790389714,TRUE,"T_HT","HT","Type II"
"GBP4",FALSE,,0.1003,94.0082864527875,FALSE,"T_HT","HT","Type II"
"GBP5",FALSE,,0.129866666666667,94.9480130292323,FALSE,"T_HT","HT","Type II"
"GCH1",FALSE,,0.0301,66.3678686120288,FALSE,"T_HT","HT","Type II"
"GIGYF2",FALSE,,0.0848666666666667,48.141245149545,FALSE,"T_HT","HT","Type I"
"GSN",FALSE,,0.0326666666666667,496.068538795714,FALSE,"T_HT","HT","Type II"
"HCK",FALSE,,0.0366333333333334,139.740766706927,FALSE,"T_HT","HT","Type II"
"HDAC4",FALSE,,0.118333333333333,3.43550200662359,FALSE,"T_HT","HT","Type I"
"IFIH1",FALSE,,0.0679666666666667,179.835538668582,FALSE,"T_HT","HT","Type I"
"IFIT1",TRUE,0.2691,0.2691,203.286040350745,TRUE,"T_HT","HT","Type I"
"IFITM2",TRUE,0.289,0.289,289.00121263262,TRUE,"T_HT","HT","Type I + II"
"IFITM3",FALSE,,0.0211666666666667,550.709025698269,FALSE,"T_HT","HT","Type I + II"
"IFNAR1",FALSE,,0.0458666666666667,115.499273225478,FALSE,"T_HT","HT","Type I"
"IFNAR2",FALSE,,0.0902333333333333,418.567543411063,FALSE,"T_HT","HT","Type I"
"IFNGR1",FALSE,,0.0683666666666667,375.207078366787,FALSE,"T_HT","HT","Type II"
"IFNGR2",FALSE,,0.0348333333333334,799.730374309824,FALSE,"T_HT","HT","Type II"
"IKBKE",FALSE,,0.055,140.509912152548,FALSE,"T_HT","HT","Type I"
"IL12RB1",FALSE,,0.0817,19.5402196016855,FALSE,"T_HT","HT","Type II"
"IRAK1",FALSE,,0.0161666666666667,386.388407599783,FALSE,"T_HT","HT","Type I"
"IRF1",FALSE,,0.0510333333333333,250.691467102555,FALSE,"T_HT","HT","Type II"
"IRF3",FALSE,,0.0663333333333333,70.7862328621121,FALSE,"T_HT","HT","Type I"
"IRF7",FALSE,,0.0933666666666667,79.0675526641859,FALSE,"T_HT","HT","Type I"
"IRF8",FALSE,,0.0328666666666667,135.305391259905,FALSE,"T_HT","HT","Type II"
"ISG15",FALSE,,9.9999999999989e-05,833.719234796651,FALSE,"T_HT","HT","Type I"
"JAK1",FALSE,,0.0475,98.6248434279815,FALSE,"T_HT","HT","Type I + II"
"JAK2",FALSE,,0.0506333333333333,63.8984640433203,FALSE,"T_HT","HT","Type II"
"KIF5B",FALSE,,0.0428333333333333,64.7513614367854,FALSE,"T_HT","HT","Type II"
"KYNU",FALSE,,0.0231666666666667,674.758194576117,FALSE,"T_HT","HT","Type II"
"LSM14A",FALSE,,0.0555666666666667,115.144387955494,FALSE,"T_HT","HT","Type I"
"MAVS",FALSE,,0.0294333333333333,9.5368073849416,FALSE,"T_HT","HT","Type I"
"MED1",FALSE,,0.0527333333333334,30.3085844030139,FALSE,"T_HT","HT","Type II"
"MEFV",FALSE,,0.0476333333333334,20.7920127673529,FALSE,"T_HT","HT","Type II"
"METTL3",FALSE,,0.1098,28.9757774875943,FALSE,"T_HT","HT","Type I"
"MUL1",FALSE,,0.00729999999999997,33.818346623296,FALSE,"T_HT","HT","Type I"
"MX1",FALSE,,0.0641666666666666,393.395585877877,FALSE,"T_HT","HT","Type I"
"MYD88",FALSE,,0.0361333333333333,114.330822156691,FALSE,"T_HT","HT","Type I"
"MYO1C",FALSE,,0.0558000000000001,15.5335210349681,FALSE,"T_HT","HT","Type II"
"NLRC5",FALSE,,0.0553333333333333,39.8277352705853,FALSE,"T_HT","HT","Type I + II"
"NOS2",FALSE,,0.0312333333333334,11.1982418659879,FALSE,"T_HT","HT","Type II"
"NR1H2",FALSE,,0.0503333333333333,43.5402743580247,FALSE,"T_HT","HT","Type II"
"NR1H3",FALSE,,0.0580666666666667,71.5177958067356,FALSE,"T_HT","HT","Type II"
