"n_novel_involved_genes_HT","n_novel_involved_genes_UT","n_shared_gene_names","n_HT_only","n_UT_only","n_symbols_present_in_both_references","overlap_is_bounded_by_object_retention"
143,82,23,120,59,23,TRUE
