"isoform_id","gene_id","gene_name","T_dIF_n","T_q_i","T_q_g","T_is_switching","H_dIF_n","H_q_i","H_q_g","H_is_switching","in_T","in_H","T_significant","H_significant","present_in_both","same_direction","abs_dIF_delta","tested_in_H","tested_in_T","H_ctx_dIF","H_ctx_IF1","H_ctx_IF2","H_ctx_q","T_ctx_dIF","T_ctx_IF1","T_ctx_IF2","T_ctx_q","H_dIF_used","same_direction_ctx","H_passes_significance","overlap_note"
"TCONS_00151265","XLOC_028123","RSAD2",-0.187366666666667,3.44951802057177e-07,3.22779548397385e-15,TRUE,-0.00583333333333333,0.671014905032419,1.7629320088007e-15,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.181533333333333,TRUE,TRUE,-0.00583333333333333,0.0083,0.00246666666666667,0.671014905032419,-0.187366666666667,0.226733333333333,0.0393666666666667,3.44951802057177e-07,-0.00583333333333333,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00075187","XLOC_013955","UCHL3",0.184,6.52970156390742e-09,6.52970156390742e-09,TRUE,-0.0522,1,0.871810524232484,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.2362,TRUE,TRUE,-0.0522,0.899233333333333,0.847033333333333,1,0.184,0.559466666666667,0.743466666666667,6.52970156390742e-09,-0.0522,FALSE,FALSE,"Tested in H, not switching"
"TCONS_00263678","XLOC_049940","CLN8",-0.183166666666667,1.01536708166015e-06,1.01536708166015e-06,TRUE,-0.0657333333333333,1,2.19553772737039e-10,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.117433333333333,TRUE,TRUE,-0.0657333333333333,0.360333333333333,0.2946,1,-0.183166666666667,0.5126,0.329433333333333,1.01536708166015e-06,-0.0657333333333333,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00059872","XLOC_011237","SP1",0.182066666666667,0.0204489609549215,0.0204489609549215,TRUE,-0.0787,1,0.105118549099461,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.260766666666667,TRUE,TRUE,-0.0787,0.286933333333333,0.208233333333333,1,0.182066666666667,0.268266666666667,0.450333333333333,0.0204489609549215,-0.0787,FALSE,FALSE,"Tested in H, not switching"
"TCONS_00136875","XLOC_025689","SHFL",-0.178666666666667,0.00221006770431947,1.13155514409576e-06,TRUE,-0.0107,1,0.940395338667566,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.167966666666667,TRUE,TRUE,-0.0107,0.489233333333333,0.478533333333333,1,-0.178666666666667,0.6831,0.504433333333333,0.00221006770431947,-0.0107,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00122168","XLOC_023106","PLD6",-0.1782,2.28451855024656e-06,9.30712700564531e-13,TRUE,-0.0495,1,0.81407159993967,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.1287,TRUE,TRUE,-0.0495,0.8306,0.7811,1,-0.1782,0.519766666666667,0.341566666666667,2.28451855024656e-06,-0.0495,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00280759","XLOC_053671","DDX58",-0.177766666666667,1.47592182039298e-10,2.87411374273144e-31,TRUE,-0.0757,0.00106574744129648,9.79962401936431e-07,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.102066666666667,TRUE,TRUE,-0.0757,0.0804333333333333,0.00473333333333333,0.00106574744129648,-0.177766666666667,0.2029,0.0251333333333333,1.47592182039298e-10,-0.0757,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00008503","XLOC_001946","RASAL2",-0.1772,0.00559193092028742,0.00340352134290941,TRUE,-0.102533333333333,1,0.578678946855873,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0746666666666667,TRUE,TRUE,-0.102533333333333,0.197166666666667,0.0946333333333333,1,-0.1772,0.3628,0.1856,0.00559193092028742,-0.102533333333333,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00143721","XLOC_026989","CLEC4G",0.177166666666667,0.00143119131157685,0.00143119131157685,TRUE,0.0378666666666667,1,0.0537980244517793,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.1393,TRUE,TRUE,0.0378666666666667,0.4476,0.485466666666667,1,0.177166666666667,0.3322,0.509366666666667,0.00143119131157685,0.0378666666666667,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00067033","XLOC_012762","PYM1",-0.177133333333333,0.0023846196645786,0.0023846196645786,TRUE,-0.0813,0.934689272841768,0.913440287180009,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0958333333333333,TRUE,TRUE,-0.0813,0.4163,0.335,0.934689272841768,-0.177133333333333,0.4542,0.277066666666667,0.0023846196645786,-0.0813,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00060448","XLOC_011323","IL23A",-0.1768,0.0399049896308871,9.75771050843367e-22,TRUE,-0.180566666666667,0.514993530028456,0.514993530028456,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0037666666666667,TRUE,TRUE,-0.180566666666667,0.180666666666667,1e-04,0.514993530028456,-0.1768,0.1768,0,0.0399049896308871,-0.180566666666667,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00119551","XLOC_022665","SPHK1",0.1766,1.13972985383082e-05,6.89073880304199e-06,TRUE,0.129166666666667,1,0.946365350306686,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0474333333333333,TRUE,TRUE,0.129166666666667,0.5266,0.655766666666667,1,0.1766,0.439066666666667,0.615666666666667,1.13972985383082e-05,0.129166666666667,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00037770","XLOC_005989","IFIT3",-0.176166666666667,0.0460946032468495,7.67974761830751e-15,TRUE,0.00689999999999999,1,0.0150746911787703,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.183066666666667,TRUE,TRUE,0.00689999999999999,0.0728,0.0797,1,-0.176166666666667,0.226533333333333,0.0503666666666667,0.0460946032468495,0.00689999999999999,FALSE,FALSE,"Tested in H, not switching"
"TCONS_00126130","XLOC_023973","HELZ",-0.1757,0.040944940602898,0.040944940602898,TRUE,-0.109,1,0.322021658145474,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0667,TRUE,TRUE,-0.109,0.33,0.221,1,-0.1757,0.6585,0.4828,0.040944940602898,-0.109,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00038540","XLOC_005989","IFIT3",-0.175533333333333,7.67974761830751e-15,7.67974761830751e-15,TRUE,-0.000366666666666664,1,0.0150746911787703,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.175166666666667,TRUE,TRUE,-0.000366666666666664,0.0242333333333333,0.0238666666666667,1,-0.175533333333333,0.175533333333333,0,7.67974761830751e-15,-0.000366666666666664,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00285217","XLOC_052815","CBWD3",0.175133333333333,0.00453594222192303,0.00453594222192303,TRUE,-0.0159666666666667,1,0.0544036825131473,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.1911,TRUE,TRUE,-0.0159666666666667,0.0359,0.0199333333333333,1,0.175133333333333,0.0754,0.250533333333333,0.00453594222192303,-0.0159666666666667,FALSE,FALSE,"Tested in H, not switching"
"TCONS_00286055","XLOC_053671","DDX58",0.174966666666667,4.2552151624424e-15,2.87411374273144e-31,TRUE,0.0644,1,9.79962401936431e-07,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.110566666666667,TRUE,TRUE,0.0644,0.202433333333333,0.266833333333333,1,0.174966666666667,0.132233333333333,0.3072,4.2552151624424e-15,0.0644,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00249104","XLOC_046969","IPCEF1",0.173466666666667,2.11073466718147e-05,1.22955148118921e-36,TRUE,-0.0217333333333334,1,0.521409375831492,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.1952,TRUE,TRUE,-0.0217333333333334,0.3466,0.324866666666667,1,0.173466666666667,0.0718333333333333,0.2453,2.11073466718147e-05,-0.0217333333333334,FALSE,FALSE,"Tested in H, not switching"
"TCONS_00195390","XLOC_036619","ACP3",-0.1734,1.40228042343877e-13,1.09437997035353e-28,TRUE,0.0350333333333333,1,0.62516285049026,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.208433333333333,TRUE,TRUE,0.0350333333333333,0.168933333333333,0.203966666666667,1,-0.1734,0.2588,0.0854,1.40228042343877e-13,0.0350333333333333,FALSE,FALSE,"Tested in H, not switching"
"TCONS_00123072","XLOC_023324","EVI2B",0.1712,0.0141140843500096,0.0141140843500096,TRUE,0.0187666666666667,1,0.60822405650121,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.152433333333333,TRUE,TRUE,0.0187666666666667,0.383866666666667,0.402633333333333,1,0.1712,0.3231,0.4943,0.0141140843500096,0.0187666666666667,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00165351","XLOC_031234","WDR33",-0.170533333333333,0.00974327279191702,0.000606089509949781,TRUE,0.00839999999999996,1,0.645495952389703,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.178933333333333,TRUE,TRUE,0.00839999999999996,0.387833333333333,0.396233333333333,1,-0.170533333333333,0.586666666666667,0.416133333333333,0.00974327279191702,0.00839999999999996,FALSE,FALSE,"Tested in H, not switching"
"TCONS_00021998","XLOC_001850","MPZL1",-0.1692,0.000430072717606714,0.000430072717606714,TRUE,-0.0235666666666667,1,0.13983254318888,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.145633333333333,TRUE,TRUE,-0.0235666666666667,0.1533,0.129733333333333,1,-0.1692,0.355933333333333,0.186733333333333,0.000430072717606714,-0.0235666666666667,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00171616","XLOC_029077","MERTK",0.167566666666667,1.88289980932253e-06,6.61126698841958e-08,TRUE,0.263466666666667,0.0132653436057147,0.00497233460182995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0959,TRUE,TRUE,0.263466666666667,0.261766666666667,0.525233333333333,0.0132653436057147,0.167566666666667,0.0580666666666667,0.225633333333333,1.88289980932253e-06,0.263466666666667,TRUE,TRUE,"Significant in H"
"TCONS_00247644","XLOC_045207","GTF3C6",0.166866666666667,6.26077014096195e-08,7.5880450421035e-09,TRUE,0.0154666666666667,1,0.905884665012701,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.1514,TRUE,TRUE,0.0154666666666667,0.0257,0.0411666666666667,1,0.166866666666667,0.0856333333333333,0.2525,6.26077014096195e-08,0.0154666666666667,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00205959","XLOC_036323","ST3GAL6",0.166866666666667,1.38852090295867e-05,1.38852090295867e-05,TRUE,-0.0167,1,0.0255743145319397,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.183566666666667,TRUE,TRUE,-0.0167,0.226666666666667,0.209966666666667,1,0.166866666666667,0.0863333333333333,0.2532,1.38852090295867e-05,-0.0167,FALSE,FALSE,"Tested in H, not switching"
"TCONS_00186809","XLOC_034988","TTC38",-0.166766666666667,0.00223093812546134,0.00223093812546134,TRUE,-0.1258,1,0.815163090949957,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0409666666666666,TRUE,TRUE,-0.1258,0.8166,0.6908,1,-0.166766666666667,0.725233333333333,0.558466666666667,0.00223093812546134,-0.1258,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00247048","XLOC_045554","SYNJ2",0.1659,0.0111017259423239,0.0111017259423239,TRUE,0.144033333333333,1,0.620479393171289,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0218666666666666,TRUE,TRUE,0.144033333333333,0.126933333333333,0.270966666666667,1,0.1659,0.1809,0.3468,0.0111017259423239,0.144033333333333,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00278355","XLOC_053148","PALM2AKAP2",0.165433333333333,0.000622580498503264,0.000622580498503264,TRUE,0.0554,1,0.826382916582078,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.110033333333333,TRUE,TRUE,0.0554,0.1003,0.1557,1,0.165433333333333,0.0650666666666667,0.2305,0.000622580498503264,0.0554,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00239415","XLOC_045207","GTF3C6",-0.164933333333333,7.5880450421035e-09,7.5880450421035e-09,TRUE,-0.0740333333333333,1,0.905884665012701,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0909,TRUE,TRUE,-0.0740333333333333,0.568566666666667,0.494533333333333,1,-0.164933333333333,0.5292,0.364266666666667,7.5880450421035e-09,-0.0740333333333333,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00222295","XLOC_041576","C5orf51",0.164933333333333,2.33798254971626e-06,2.71021763168111e-08,TRUE,0.0533333333333332,1,0.0031344935503224,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.1116,TRUE,TRUE,0.0533333333333332,0.7818,0.835133333333333,1,0.164933333333333,0.417766666666667,0.5827,2.33798254971626e-06,0.0533333333333332,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00057005","XLOC_010446","PCSK7",-0.164566666666667,1.61663768672278e-05,1.61663768672278e-05,TRUE,-0.102566666666667,0.137595224020724,0.0394019457553877,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.062,TRUE,TRUE,-0.102566666666667,0.195466666666667,0.0929,0.137595224020724,-0.164566666666667,0.216433333333333,0.0518666666666667,1.61663768672278e-05,-0.102566666666667,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00290007","XLOC_055777","SLC6A8",-0.164566666666667,5.49977030315327e-07,5.49977030315327e-07,TRUE,-0.0072666666666667,1,0.901652043201919,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.1573,TRUE,TRUE,-0.0072666666666667,0.474366666666667,0.4671,1,-0.164566666666667,0.5749,0.410333333333333,5.49977030315327e-07,-0.0072666666666667,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00184460","XLOC_034423","USP18",-0.164,2.93614638526764e-15,2.93614638526764e-15,TRUE,-0.0387,0.285172240561317,3.16185940586462e-08,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.1253,TRUE,TRUE,-0.0387,0.0433666666666667,0.00466666666666667,0.285172240561317,-0.164,0.1852,0.0212,2.93614638526764e-15,-0.0387,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00242608","XLOC_046101","HLA-DMB",0.1637,8.57931188219794e-05,8.57931188219794e-05,TRUE,0.00669999999999998,1,0.261123506250683,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.157,TRUE,TRUE,0.00669999999999998,0.374466666666667,0.381166666666667,1,0.1637,0.512266666666667,0.675966666666667,8.57931188219794e-05,0.00669999999999998,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00119548","XLOC_022665","SPHK1",-0.1628,6.89073880304199e-06,6.89073880304199e-06,TRUE,-0.0832,1,0.946365350306686,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0796,TRUE,TRUE,-0.0832,0.3253,0.2421,1,-0.1628,0.427533333333333,0.264733333333333,6.89073880304199e-06,-0.0832,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00216289","XLOC_040555","CNOT6L",-0.1623,0.0088308730129404,0.0088308730129404,TRUE,-0.0318333333333333,1,0.921820508941767,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.130466666666667,TRUE,TRUE,-0.0318333333333333,0.0776333333333333,0.0458,1,-0.1623,0.335766666666667,0.173466666666667,0.0088308730129404,-0.0318333333333333,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00081066","XLOC_015377","SOCS4",0.162233333333333,0.0192158085064346,0.0192158085064346,TRUE,-0.0671333333333334,1,0.904809583452084,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.229366666666667,TRUE,TRUE,-0.0671333333333334,0.4983,0.431166666666667,1,0.162233333333333,0.450733333333333,0.612966666666667,0.0192158085064346,-0.0671333333333334,FALSE,FALSE,"Tested in H, not switching"
"TCONS_00189069","XLOC_035528","ARFGAP3",-0.161266666666667,0.000226684196102047,9.25090746812565e-10,TRUE,-0.0302,1,0.128982519399165,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.131066666666667,TRUE,TRUE,-0.0302,0.177,0.1468,1,-0.161266666666667,0.407566666666667,0.2463,0.000226684196102047,-0.0302,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00136896","XLOC_025690","PPAN-P2RY11",-0.1608,1.40359101704113e-07,6.72156253514496e-08,TRUE,-0.046,1,0.268962914864283,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.1148,TRUE,TRUE,-0.046,0.222833333333333,0.176833333333333,1,-0.1608,0.435133333333333,0.274333333333333,1.40359101704113e-07,-0.046,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00249105","XLOC_046969","IPCEF1",0.160466666666667,3.35378564025614e-33,1.22955148118921e-36,TRUE,0.141166666666667,0.521409375831492,0.521409375831492,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0193,TRUE,TRUE,0.141166666666667,0.1577,0.298866666666667,0.521409375831492,0.160466666666667,0.0268333333333333,0.1873,3.35378564025614e-33,0.141166666666667,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00284805","XLOC_053123","FSD1L",0.1601,2.48234168250096e-11,2.48234168250096e-11,TRUE,0.0999666666666667,0.949405883397387,0.0211218388820035,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0601333333333333,TRUE,TRUE,0.0999666666666667,0.0556666666666667,0.155633333333333,0.949405883397387,0.1601,0,0.1601,2.48234168250096e-11,0.0999666666666667,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00290788","XLOC_055956","RPS6KA3",-0.158866666666667,0.0269682826942577,2.67145371237467e-69,TRUE,-0.0182333333333334,1,0.933601053093554,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.140633333333333,TRUE,TRUE,-0.0182333333333334,0.327966666666667,0.309733333333333,1,-0.158866666666667,0.675666666666667,0.5168,0.0269682826942577,-0.0182333333333334,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00239727","XLOC_045300","NCOA7",-0.157566666666667,8.15334035756975e-19,4.48137893502852e-113,TRUE,-0.186366666666667,5.41945478936502e-11,5.41945478936502e-11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0288,TRUE,TRUE,-0.186366666666667,0.2054,0.0190333333333333,5.41945478936502e-11,-0.157566666666667,0.197933333333333,0.0403666666666667,8.15334035756975e-19,-0.186366666666667,TRUE,TRUE,"Significant in H"
"TCONS_00137978","XLOC_025884","BISPR",-0.1566,3.15977652388166e-06,1.68808789349232e-07,TRUE,-0.188933333333333,0.0638645070514587,9.62449831961921e-05,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0323333333333333,TRUE,TRUE,-0.188933333333333,0.4905,0.301566666666667,0.0638645070514587,-0.1566,0.521766666666667,0.365166666666667,3.15977652388166e-06,-0.188933333333333,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00200531","XLOC_037549","AMIGO3",-0.154533333333333,0.00358753271713499,0.00041666106484054,TRUE,0.0143666666666667,1,0.105600397706791,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.1689,TRUE,TRUE,0.0143666666666667,0.408233333333333,0.4226,1,-0.154533333333333,0.4563,0.301766666666667,0.00358753271713499,0.0143666666666667,FALSE,FALSE,"Tested in H, not switching"
"TCONS_00024199","XLOC_004792","RAB7B",-0.154033333333333,6.3235211067131e-09,1.03480579586013e-81,TRUE,-0.0270333333333333,1,0.896363527157701,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.127,TRUE,TRUE,-0.0270333333333333,0.0938,0.0667666666666667,1,-0.154033333333333,0.3224,0.168366666666667,6.3235211067131e-09,-0.0270333333333333,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00147322","XLOC_027650","XRCC1",-0.153733333333333,1.98162131981917e-08,1.98162131981917e-08,TRUE,-0.0456333333333334,1,0.951533463995647,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.1081,TRUE,TRUE,-0.0456333333333334,0.527633333333333,0.482,1,-0.153733333333333,0.714166666666667,0.560433333333333,1.98162131981917e-08,-0.0456333333333334,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00247818","XLOC_046083","PBX2",0.153266666666667,1.46474857813624e-08,1.46474857813624e-08,TRUE,0.1374,0.412561844898815,0.272556438494283,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0158666666666667,TRUE,TRUE,0.1374,0.1884,0.3258,0.412561844898815,0.153266666666667,0.1693,0.322566666666667,1.46474857813624e-08,0.1374,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00290009","XLOC_055777","SLC6A8",0.152566666666667,0.00015249225918396,5.49977030315327e-07,TRUE,0.0141,1,0.901652043201919,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.138466666666667,TRUE,TRUE,0.0141,0.450266666666667,0.464366666666667,1,0.152566666666667,0.3434,0.495966666666667,0.00015249225918396,0.0141,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00244821","XLOC_046645","SESN1",-0.152266666666667,0.00229414132813898,3.32285678664154e-14,TRUE,-0.0293,1,0.00237126964362705,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.122966666666667,TRUE,TRUE,-0.0293,0.150166666666667,0.120866666666667,1,-0.152266666666667,0.327566666666667,0.1753,0.00229414132813898,-0.0293,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00021581","XLOC_000432","PIGV",0.151233333333333,0.000523103159313944,0.000523103159313944,TRUE,0.1153,0.721403877315527,0.169699301105578,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0359333333333333,TRUE,TRUE,0.1153,0.129333333333333,0.244633333333333,0.721403877315527,0.151233333333333,0.185366666666667,0.3366,0.000523103159313944,0.1153,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00185168","XLOC_034654","CABIN1",-0.151033333333333,0.002197721522918,0.002197721522918,TRUE,-0.017,1,0.765205823749477,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.134033333333333,TRUE,TRUE,-0.017,0.3594,0.3424,1,-0.151033333333333,0.5699,0.418866666666667,0.002197721522918,-0.017,TRUE,FALSE,"Tested in H, not switching"
"TCONS_00110679","XLOC_021139","GFOD2",-0.150333333333333,0.000173096637581646,0.000173096637581646,TRUE,-0.0941666666666667,1,0.0309435226259155,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.0561666666666667,TRUE,TRUE,-0.0941666666666667,0.533,0.438833333333333,1,-0.150333333333333,0.576333333333333,0.426,0.000173096637581646,-0.0941666666666667,TRUE,FALSE,"Tested in H, not switching"
