"class_from","checked_in","n_eligible","n_reproduced","pct_reproduced","base_rate_pct","enrichment_over_base","class"
"T_UT","T_HT",17,7,41.1764705882353,0.306974459724951,134.136470588235,"cryptic switcher"
"T_UT","T_HT",11,2,18.1818181818182,0.245579567779961,74.0363636363636,"compositional rescue"
