"dataset","gene_name","gene_id","gene_lfc","max_abs_dif","gene_expression"
"T_UT","BISPR","XLOC_026050",-0.240931901929227,0.1539,68.6353931025803
"T_UT","ACP3","XLOC_036833",-0.0942281405673972,0.1536,221.239570556208
"T_UT","RPUSD2","XLOC_017457",-0.206402745675931,0.152266666666667,15.2665349415743
"T_UT","EHBP1","XLOC_028734",-0.047160463414545,0.1514,23.5691123739291
"U_UT","TPMT","XLOC_046117",0.248866491919031,0.2813,15.5378564831386
"U_UT","CEP104","XLOC_002795",0.0067996988154149,0.274566666666667,14.6522038300565
"U_UT","TRIM38","XLOC_044683",-0.100924368001429,0.220533333333333,20.5241423618789
"U_UT","FAM156A","XLOC_056546",-0.180303313351003,0.2188,18.8008199303171
"U_UT","FIGNL1","XLOC_049326",0.132212708593978,0.2121,14.214918512396
"U_UT","SNX10","XLOC_047626",0.116822429320156,0.205166666666667,62.7876249357431
"U_UT","BTBD19","XLOC_000716",0.0936274626571586,0.190133333333333,16.574486588199
"U_UT","STN1","XLOC_007337",-0.151200334848412,0.184633333333333,22.0775515186109
"U_UT","SYNJ2","XLOC_045851",0.0141327788114254,0.181233333333333,39.9644409256333
"U_UT","ENTPD5","XLOC_016675",0.222727292097363,0.1796,14.8130934064312
"U_UT","CDK10","XLOC_020411",0.069631999838659,0.1758,67.1593554328171
"U_UT","ZCCHC8","XLOC_013459",-0.0346780002945287,0.1736,26.9102385421551
"U_UT","IFT81","XLOC_011852",-0.156598978005982,0.157733333333333,29.6205878279444
"U_UT","UBXN8","XLOC_050576",0.0696844402196144,0.156033333333333,35.4282127800026
"U_UT","RPL22P1","XLOC_038616",0.210811094125853,0.155666666666667,35.261896352935
"U_UT","COPZ2","XLOC_023878",-0.097889296673815,0.153266666666667,34.8098381313494
"U_UT","OR2A20P","XLOC_050117",0.0461966533780948,0.152866666666667,13.3998844115461
"U_UT","PPP2R5B","XLOC_008361",0.00488688265788218,0.15,15.5403865364137
