"isoform_q_cutoff","gene_q_cutoff","min_abs_dif_cutoff","n_isoforms_T","n_isoforms_H","n_isoforms_shared","n_T_significant","n_H_significant","n_T_significant_present_in_H","n_T_significant_and_H_significant","n_T_significant_present_in_H_same_direction","unfiltered_context_H","unfiltered_context_T","n_genes_tested_in_H","n_T_significant_tested_in_H","n_T_significant_not_detected_in_H","pct_T_significant_also_significant_in_H","pct_T_significant_same_direction_in_H","median_abs_H_dIF_for_T_significant","n_H_significant_tested_in_T","pct_H_significant_also_significant_in_T","pct_H_significant_same_direction_in_T","median_abs_T_dIF_for_H_significant"
0.05,0.05,0.15,148951,128491,113695,125,192,105,6,86,TRUE,TRUE,8160,105,20,5.71428571428571,81.9047619047619,0.0671333333333334,179,3.35195530726257,64.2458100558659,0.0393
