"gene_id","gene_name","n_isoforms","n_novel_isoforms","n_switching_isoforms","n_novel_switching_isoforms","n_known_switching_isoforms","novel_involved","has_novel_isoform","max_abs_dif_switching","max_abs_dif_novel_switching","min_isoform_switch_q","min_novel_switch_q","dataset_label"
"XLOC_043385","CCNH",6,3,2,1,1,TRUE,TRUE,0.1262,0.1174,0.00951657519653031,0.00951657519653031,"T_HT_anchor"
"XLOC_043761","DNAJC18",8,0,1,0,1,FALSE,FALSE,0.326733333333333,,0.0282513445974919,,"T_HT_anchor"
"XLOC_043761","ENSG00000279686",1,1,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_043762","STING1",10,7,1,1,0,TRUE,TRUE,0.126633333333333,0.126633333333333,0.00867340977595556,0.00867340977595556,"T_HT_anchor"
"XLOC_043950","EBF1",5,0,1,0,1,FALSE,FALSE,0.135266666666667,,0.000148472170226697,,"T_HT_anchor"
"XLOC_044269","TMEM170B",2,1,2,1,1,TRUE,TRUE,0.1927,0.1927,0.00243938725599055,0.0117425052556171,"T_HT_anchor"
"XLOC_044540","HLA-L",8,0,1,0,1,FALSE,FALSE,0.4149,,0.00182622946462535,,"T_HT_anchor"
"XLOC_044803","TMEM63B",4,0,2,0,2,FALSE,FALSE,0.2477,,1.91364876520816e-14,,"T_HT_anchor"
"XLOC_044995","ENSG00000287811",4,1,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_044995","SH3BGRL2",4,3,2,1,1,TRUE,TRUE,0.3214,0.2423,3.98945235563398e-09,3.98945235563398e-09,"T_HT_anchor"
"XLOC_045015","TPBG",3,0,2,0,2,FALSE,FALSE,0.121933333333333,,4.29814564144552e-15,,"T_HT_anchor"
"XLOC_045207","GTF3C6",5,4,2,2,0,TRUE,TRUE,0.166866666666667,0.166866666666667,6.8437881868678e-13,6.8437881868678e-13,"T_HT_anchor"
"XLOC_045300","NCOA7",8,3,6,1,5,TRUE,TRUE,0.652166666666667,0.201666666666667,5.2019501148491e-153,1.40605233650904e-08,"T_HT_anchor"
"XLOC_045554","SYNJ2",6,3,2,1,1,TRUE,TRUE,0.1659,0.1659,0.00288113707677642,0.00288113707677642,"T_HT_anchor"
"XLOC_046083","GPSM3",5,2,2,1,1,TRUE,TRUE,0.153266666666667,0.153266666666667,6.72851755932944e-13,6.72851755932944e-13,"T_HT_anchor"
"XLOC_046083","PBX2",5,1,1,0,1,FALSE,TRUE,0.0165,,0.00948002338942133,,"T_HT_anchor"
"XLOC_046087","HLA-DRB5",4,4,1,1,0,TRUE,TRUE,0.138133333333333,0.138133333333333,2.28129492866035e-06,2.28129492866035e-06,"T_HT_anchor"
"XLOC_046091","HLA-DQB1",5,3,1,1,0,TRUE,TRUE,0.193533333333333,0.193533333333333,0.0125919493286135,0.0125919493286135,"T_HT_anchor"
"XLOC_046278","PLA2G7",7,7,2,2,0,TRUE,TRUE,0.270866666666667,0.270866666666667,0.00861939876725383,0.00861939876725383,"T_HT_anchor"
"XLOC_046547","BACH2",8,0,1,0,1,FALSE,FALSE,0.1194,,0.0257704052365238,,"T_HT_anchor"
"XLOC_046645","SESN1",7,3,2,0,2,FALSE,TRUE,0.152266666666667,,3.29829842821131e-10,,"T_HT_anchor"
"XLOC_046933","KATNA1",6,3,1,1,0,TRUE,TRUE,0.214433333333333,0.214433333333333,0.000584024456279468,0.000584024456279468,"T_HT_anchor"
"XLOC_046969","CNKSR3",4,3,4,3,1,TRUE,TRUE,0.2238,0.2238,1.04073390568977e-26,1.04073390568977e-26,"T_HT_anchor"
"XLOC_046969","IPCEF1",5,3,2,1,1,TRUE,TRUE,0.289966666666667,0.213033333333333,1.39332275924064e-30,8.88383964232765e-07,"T_HT_anchor"
"XLOC_047343","CREB5",8,0,1,0,1,FALSE,FALSE,0.179466666666667,,2.91543561034334e-05,,"T_HT_anchor"
"XLOC_047438","RALA",6,4,1,1,0,TRUE,TRUE,0.107966666666667,0.107966666666667,0.0246286119520382,0.0246286119520382,"T_HT_anchor"
"XLOC_047702","TPST1",5,2,2,1,1,TRUE,TRUE,0.121433333333333,0.121433333333333,0.0110369895366476,0.0110369895366476,"T_HT_anchor"
"XLOC_048605","PRKAR1B",3,0,2,0,2,FALSE,FALSE,0.177733333333333,,0.0101647700830129,,"T_HT_anchor"
"XLOC_048717","MEOX2",2,1,1,0,1,FALSE,TRUE,0.165966666666667,,0.00631932226601232,,"T_HT_anchor"
"XLOC_048781","GSDME",11,3,1,0,1,FALSE,TRUE,0.148,,4.94647877250645e-10,,"T_HT_anchor"
"XLOC_049201","CALN1",6,1,1,0,1,FALSE,TRUE,0.263366666666667,,0.00124542103984321,,"T_HT_anchor"
"XLOC_049353","CDK6",2,0,2,0,2,FALSE,FALSE,0.1833,,0.0229342444769525,,"T_HT_anchor"
"XLOC_049364","TFPI2",5,2,2,2,0,TRUE,TRUE,0.2123,0.2123,0.00207061808330961,0.00207061808330961,"T_HT_anchor"
"XLOC_049429","ZCWPW1",12,3,1,0,1,FALSE,TRUE,0.1536,,0.00965283206606402,,"T_HT_anchor"
"XLOC_049503","ATXN7L1",10,2,1,1,0,TRUE,TRUE,0.128866666666667,0.128866666666667,0.00910314622574393,0.00910314622574393,"T_HT_anchor"
"XLOC_049684","ENSG00000226380",2,1,2,1,1,TRUE,TRUE,0.0864666666666667,0.0820333333333333,0.000729522715246472,0.000729522715246472,"T_HT_anchor"
"XLOC_049684","ENSG00000285106",6,5,2,2,0,TRUE,TRUE,0.101666666666667,0.101666666666667,1.89050117261677e-05,1.89050117261677e-05,"T_HT_anchor"
"XLOC_049684","LINC-PINT",12,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_050227","ELP3",8,7,1,1,0,TRUE,TRUE,0.1215,0.1215,0.00210649708901655,0.00210649708901655,"T_HT_anchor"
"XLOC_050633","ZBTB10",9,4,1,1,0,TRUE,TRUE,0.108866666666667,0.108866666666667,0.017537364587222,0.017537364587222,"T_HT_anchor"
"XLOC_050677","CPNE3",5,1,1,0,1,FALSE,TRUE,0.1131,,1.02305615651591e-15,,"T_HT_anchor"
"XLOC_051967","CCNE2",9,9,1,1,0,TRUE,TRUE,0.204166666666667,0.204166666666667,0.0443626055739112,0.0443626055739112,"T_HT_anchor"
"XLOC_052484","CNTLN",8,4,1,0,1,FALSE,TRUE,0.117566666666667,,0.013781791627434,,"T_HT_anchor"
"XLOC_052815","CBWD3",12,4,1,1,0,TRUE,TRUE,0.175133333333333,0.175133333333333,0.00147964407671385,0.00147964407671385,"T_HT_anchor"
"XLOC_053277","ZNF79",4,1,1,0,1,FALSE,TRUE,0.1473,,0.0174783420436851,,"T_HT_anchor"
"XLOC_053601","HACD4",5,4,1,1,0,TRUE,TRUE,0.1482,0.1482,0.00137849471185097,0.00137849471185097,"T_HT_anchor"
"XLOC_053671","DDX58",1,1,1,1,0,TRUE,TRUE,0.174966666666667,0.174966666666667,3.96275488032188e-22,3.96275488032188e-22,"T_HT_anchor"
"XLOC_053671","ENSG00000288684",7,7,1,1,0,TRUE,TRUE,0.0654666666666667,0.0654666666666667,0.0295272270253998,0.0295272270253998,"T_HT_anchor"
"XLOC_053671","TOPORS",2,1,2,1,1,TRUE,TRUE,0.281966666666667,0.281966666666667,1.08267617469272e-36,1.08267617469272e-36,"T_HT_anchor"
"XLOC_053739","CD72",7,2,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_053739","SIT1",2,0,1,0,1,FALSE,FALSE,0.181666666666667,,0.0440967817837409,,"T_HT_anchor"
"XLOC_054315","AKNA",7,0,2,0,2,FALSE,FALSE,0.1151,,3.10687606711683e-15,,"T_HT_anchor"
"XLOC_054566","FUT7",1,0,1,0,1,FALSE,FALSE,0.157766666666667,,7.40953831368649e-77,,"T_HT_anchor"
"XLOC_054566","NPDC1",3,0,1,0,1,FALSE,FALSE,0.135766666666667,,0.00261046582640783,,"T_HT_anchor"
"XLOC_054903","CHST7",1,0,1,0,1,FALSE,FALSE,0.143233333333333,,2.50216700932258e-07,,"T_HT_anchor"
"XLOC_054903","ZNF674-AS1",2,1,1,1,0,TRUE,TRUE,0.104933333333333,0.104933333333333,0.00953934943895184,0.00953934943895184,"T_HT_anchor"
"XLOC_054905","JADE3",2,0,1,0,1,FALSE,FALSE,0.172366666666667,,0.0313898193790103,,"T_HT_anchor"
"XLOC_055297","DIAPH2",2,0,2,0,2,FALSE,FALSE,0.132466666666667,,0.0110410889298912,,"T_HT_anchor"
"XLOC_055325","ARMCX3",7,4,2,2,0,TRUE,TRUE,0.150166666666667,0.150166666666667,0.000837631134491164,0.000837631134491164,"T_HT_anchor"
"XLOC_055360","TCEAL9",2,0,1,0,1,FALSE,FALSE,0.1581,,0.0392614082025784,,"T_HT_anchor"
"XLOC_055777","SLC6A8",6,0,2,0,2,FALSE,FALSE,0.164566666666667,,4.94647877250645e-10,,"T_HT_anchor"
"XLOC_055866","ANOS1",4,1,2,1,1,TRUE,TRUE,0.122466666666667,0.1158,0.000604131119424023,0.0463351834943361,"T_HT_anchor"
"XLOC_056819","SLITRK4",3,0,2,0,2,FALSE,FALSE,0.153566666666667,,0.000320447202484232,,"T_HT_anchor"
"XLOC_056926","CH17-340M24.3",2,1,2,1,1,TRUE,TRUE,0.1417,0.1417,1.97652813785958e-11,3.83194155860211e-08,"T_HT_anchor"
"XLOC_000332","CDA",4,3,1,1,0,TRUE,TRUE,0.160933333333333,0.160933333333333,0.038586546179063,0.038586546179063,"T_UT"
"XLOC_000574","AGO4",4,1,1,0,1,FALSE,TRUE,0.191633333333333,,0.0392160238918131,,"T_UT"
"XLOC_000707","DMAP1",11,4,1,1,0,TRUE,TRUE,0.1528,0.1528,0.0104236252790435,0.0104236252790435,"T_UT"
"XLOC_001048","PRKACB",6,2,1,0,1,FALSE,TRUE,0.2291,,0.0461894919003621,,"T_UT"
"XLOC_001303","CTTNBP2NL",4,1,2,1,1,TRUE,TRUE,0.194233333333333,0.147766666666667,1.14088211584295e-05,0.00541347371679368,"T_UT"
"XLOC_001352","PTGFRN",5,2,1,1,0,TRUE,TRUE,0.183033333333333,0.183033333333333,0.032986730597945,0.032986730597945,"T_UT"
"XLOC_001524","ADAMTSL4",6,0,2,0,2,FALSE,FALSE,0.1358,,0.00232716627088813,,"T_UT"
"XLOC_001687","TMEM79",5,0,1,0,1,FALSE,FALSE,0.293766666666667,,0.0241419353695401,,"T_UT"
"XLOC_001715","CD1D",14,14,3,3,0,TRUE,TRUE,0.1492,0.1492,2.77577300933962e-19,2.77577300933962e-19,"T_UT"
"XLOC_001966","RASAL2",9,4,2,0,2,FALSE,TRUE,0.1658,,0.00325413777445229,,"T_UT"
"XLOC_001966","XLOC_001966",1,1,0,0,0,FALSE,TRUE,,,,,"T_UT"
"XLOC_002392","FBXO28",4,1,2,1,1,TRUE,TRUE,0.168566666666667,0.121133333333333,0.000140357399876349,0.000140357399876349,"T_UT"
"XLOC_002833","TNFRSF9",8,6,1,0,1,FALSE,TRUE,0.176833333333333,,0.00191510800248346,,"T_UT"
"XLOC_002833","UTS2",4,2,3,2,1,TRUE,TRUE,0.1602,0.1602,1.78089449082664e-10,1.78089449082664e-10,"T_UT"
"XLOC_002864","CTNNBIP1",3,0,2,0,2,FALSE,FALSE,0.145466666666667,,0.0024240197517107,,"T_UT"
"XLOC_003349","KDM4A-AS1",9,3,1,0,1,FALSE,TRUE,0.210333333333333,,7.66050553423514e-06,,"T_UT"
"XLOC_003446","TTC39A",10,2,1,1,0,TRUE,TRUE,0.306466666666667,0.306466666666667,0.00289076514057722,0.00289076514057722,"T_UT"
"XLOC_003547","DOCK7",12,5,1,1,0,TRUE,TRUE,0.1382,0.1382,0.0241763709553195,0.0241763709553195,"T_UT"
"XLOC_003639","CRYZ",7,4,1,1,0,TRUE,TRUE,0.300133333333333,0.300133333333333,2.65498176001945e-06,2.65498176001945e-06,"T_UT"
"XLOC_003879","SORT1",6,4,1,1,0,TRUE,TRUE,0.165833333333333,0.165833333333333,0.00384416081787596,0.00384416081787596,"T_UT"
"XLOC_004026","PDE4DIPP2",6,3,1,1,0,TRUE,TRUE,0.244266666666667,0.244266666666667,0.0118984300594298,0.0118984300594298,"T_UT"
"XLOC_004150","H2BC20P",4,3,1,1,0,TRUE,TRUE,0.261333333333333,0.261333333333333,5.55559210699132e-05,5.55559210699132e-05,"T_UT"
"XLOC_004323","MEF2D",5,0,2,0,2,FALSE,FALSE,0.118766666666667,,5.73768289743918e-07,,"T_UT"
"XLOC_004551","TNFSF4",4,4,1,1,0,TRUE,TRUE,0.419966666666667,0.419966666666667,0.00229056956790722,0.00229056956790722,"T_UT"
"XLOC_004646","NCF2",15,13,1,1,0,TRUE,TRUE,0.142266666666667,0.142266666666667,7.16587752572454e-05,7.16587752572454e-05,"T_UT"
"XLOC_004829","RAB7B",6,6,5,5,0,TRUE,TRUE,0.1741,0.1741,4.32719236470046e-23,4.32719236470046e-23,"T_UT"
"XLOC_004846","YOD1",2,0,1,0,1,FALSE,FALSE,0.248266666666667,,0.0278410367414453,,"T_UT"
"XLOC_004866","C1orf74",1,0,1,0,1,FALSE,FALSE,0.226533333333333,,1.5326954457505e-06,,"T_UT"
"XLOC_004866","ENSG00000289700",1,1,0,0,0,FALSE,TRUE,,,,,"T_UT"
"XLOC_004866","IRF6",2,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_005288","WDR37",7,4,1,1,0,TRUE,TRUE,0.105133333333333,0.105133333333333,0.000276896081710409,0.000276896081710409,"T_UT"
"XLOC_005779","ARID5B",4,1,1,1,0,TRUE,TRUE,0.230266666666667,0.230266666666667,0.046434544233603,0.046434544233603,"T_UT"
"XLOC_005962","TMEM254",9,7,1,1,0,TRUE,TRUE,0.121433333333333,0.121433333333333,6.70985800104248e-07,6.70985800104248e-07,"T_UT"
"XLOC_005987","CCSER2",6,2,1,0,1,FALSE,TRUE,0.1628,,0.0205274331693437,,"T_UT"
"XLOC_006121","R3HCC1L",11,8,1,1,0,TRUE,TRUE,0.162866666666667,0.162866666666667,0.00421119824701473,0.00421119824701473,"T_UT"
"XLOC_006407","INPP5A",4,0,1,0,1,FALSE,FALSE,0.201966666666667,,0.0115057115380404,,"T_UT"
"XLOC_006710","ARHGAP12",11,3,1,0,1,FALSE,TRUE,0.110966666666667,,0.00339850334308655,,"T_UT"
"XLOC_007034","AP3M1",9,8,1,1,0,TRUE,TRUE,0.100233333333333,0.100233333333333,0.00257077578607953,0.00257077578607953,"T_UT"
"XLOC_007464","CHST15",7,4,1,0,1,FALSE,TRUE,0.1762,,0.000136518894547025,,"T_UT"
"XLOC_007559","IFITM1",2,1,2,1,1,TRUE,TRUE,0.289466666666667,0.289466666666667,9.84462106803533e-89,9.84462106803533e-89,"T_UT"
"XLOC_007559","IFITM2",9,0,1,0,1,FALSE,FALSE,0.112233333333333,,3.41563677450876e-09,,"T_UT"
"XLOC_007698","TRIM22",11,7,3,2,1,TRUE,TRUE,0.108366666666667,0.108366666666667,9.6671648766859e-05,9.6671648766859e-05,"T_UT"
"XLOC_007845","SAA1",4,1,1,1,0,TRUE,TRUE,0.219066666666667,0.219066666666667,0.000456891284412476,0.000456891284412476,"T_UT"
"XLOC_008203","RTN4RL2",3,0,1,0,1,FALSE,FALSE,0.168633333333333,,6.13178297262357e-05,,"T_UT"
"XLOC_008309","TTC9C",7,6,1,1,0,TRUE,TRUE,0.179033333333333,0.179033333333333,0.00458382500313504,0.00458382500313504,"T_UT"
"XLOC_008654","RAB30-DT",12,2,1,0,1,FALSE,TRUE,0.146966666666667,,0.013046454172065,,"T_UT"
"XLOC_008996","TLCD5",4,0,2,0,2,FALSE,FALSE,0.403066666666667,,0.011825786020886,,"T_UT"
"XLOC_009388","RNF141",5,4,1,0,1,FALSE,TRUE,0.100166666666667,,0.0211251990509736,,"T_UT"
"XLOC_010320","CCDC82",14,7,2,2,0,TRUE,TRUE,0.106833333333333,0.106833333333333,9.63755640910023e-09,9.63755640910023e-09,"T_UT"
"XLOC_010662","SENCR",4,3,1,0,1,FALSE,TRUE,0.129133333333333,,0.04585615115123,,"T_UT"
"XLOC_010885","TMEM52B",5,4,2,2,0,TRUE,TRUE,0.248333333333333,0.248333333333333,0.0178798740650283,0.0178798740650283,"T_UT"
"XLOC_011307","SP1",4,0,2,0,2,FALSE,FALSE,0.184133333333333,,0.00610586046621409,,"T_UT"
"XLOC_011376","DGKA",19,5,1,1,0,TRUE,TRUE,0.186933333333333,0.186933333333333,0.0166488825441557,0.0166488825441557,"T_UT"
"XLOC_011393","IL23A",5,5,2,2,0,TRUE,TRUE,0.313633333333333,0.313633333333333,5.81084153231282e-28,5.81084153231282e-28,"T_UT"
"XLOC_011494","IRAK3",5,2,1,0,1,FALSE,TRUE,0.238166666666667,,0.000148560581911093,,"T_UT"
"XLOC_011542","ENSG00000258064",1,1,1,1,0,TRUE,TRUE,0.0449666666666667,0.0449666666666667,5.37170049106012e-09,5.37170049106012e-09,"T_UT"
"XLOC_011542","THAP2",3,2,1,0,1,FALSE,TRUE,0.4244,,3.49543155019469e-28,,"T_UT"
"XLOC_011542","TMEM19",7,5,1,0,1,FALSE,TRUE,0.130266666666667,,7.63774687488582e-09,,"T_UT"
"XLOC_011692","MRPL42",9,5,2,1,1,TRUE,TRUE,0.2198,0.2198,4.69141424581951e-06,4.69141424581951e-06,"T_UT"
"XLOC_011692","RN7SL737P",1,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_012456","LINC00477",5,4,1,1,0,TRUE,TRUE,0.136166666666667,0.136166666666667,0.0305499560214675,0.0305499560214675,"T_UT"
"XLOC_012456","SOX5",6,0,1,0,1,FALSE,FALSE,0.170966666666667,,0.000537210331093829,,"T_UT"
"XLOC_012538","AMN1",12,9,2,1,1,TRUE,TRUE,0.250666666666667,0.250666666666667,9.4558189929635e-07,9.4558189929635e-07,"T_UT"
"XLOC_012782","ENSG00000257337",16,0,1,0,1,FALSE,FALSE,0.1396,,0.0220145284760521,,"T_UT"
"XLOC_012805","SMUG1",16,5,3,1,2,TRUE,TRUE,0.120466666666667,0.120466666666667,1.7279496951697e-12,0.0376171046007322,"T_UT"
"XLOC_012843","PYM1",6,6,1,1,0,TRUE,TRUE,0.1764,0.1764,0.00210353641205075,0.00210353641205075,"T_UT"
"XLOC_012880","NEMP1",9,7,3,3,0,TRUE,TRUE,0.235066666666667,0.235066666666667,2.64634819076352e-11,2.64634819076352e-11,"T_UT"
"XLOC_012884","NDUFA4L2",6,0,1,0,1,FALSE,FALSE,0.383833333333333,,0.0376171046007322,,"T_UT"
"XLOC_013055","PHLDA1",2,1,2,1,1,TRUE,TRUE,0.106166666666667,0.106166666666667,0.00721058541688129,0.0164170147356635,"T_UT"
"XLOC_013120","KITLG",3,0,1,0,1,FALSE,FALSE,0.2996,,0.000207521903033161,,"T_UT"
"XLOC_013382","SPRING1",5,2,1,1,0,TRUE,TRUE,0.187766666666667,0.187766666666667,4.1933642327143e-05,4.1933642327143e-05,"T_UT"
"XLOC_014600","PPP1R2P4",2,1,0,0,0,FALSE,TRUE,,,,,"T_UT"
"XLOC_014600","RUBCNL",16,13,2,2,0,TRUE,TRUE,0.1447,0.1447,1.71179622571665e-05,1.71179622571665e-05,"T_UT"
"XLOC_014600","XLOC_014600",1,1,0,0,0,FALSE,TRUE,,,,,"T_UT"
"XLOC_015098","TOX4",9,5,2,1,1,TRUE,TRUE,0.138966666666667,0.138966666666667,0.000127258365957919,0.00925911981511998,"T_UT"
"XLOC_015489","CDKN3",9,3,2,0,2,FALSE,TRUE,0.192066666666667,,1.70473529126736e-05,,"T_UT"
"XLOC_015494","SOCS4",5,1,1,0,1,FALSE,TRUE,0.1795,,0.0309592436720075,,"T_UT"
"XLOC_015706","JDP2",6,2,2,1,1,TRUE,TRUE,0.2357,0.2357,9.81373998389333e-30,9.81373998389333e-30,"T_UT"
"XLOC_015829","RIN3",9,0,4,0,4,FALSE,FALSE,0.261433333333333,,0.00108793886458013,,"T_UT"
"XLOC_016207","CEBPE",3,0,2,0,2,FALSE,FALSE,0.307833333333333,,3.8268533871402e-08,,"T_UT"
"XLOC_016311","PPP2R3C",16,15,1,1,0,TRUE,TRUE,0.147266666666667,0.147266666666667,0.0400227860655008,0.0400227860655008,"T_UT"
"XLOC_016460","BMP4",8,6,1,0,1,FALSE,TRUE,0.1605,,0.0181046440268268,,"T_UT"
"XLOC_016570","FUT8-AS1",3,2,1,1,0,TRUE,TRUE,0.261633333333333,0.261633333333333,0.00226910557949053,0.00226910557949053,"T_UT"
"XLOC_016586","PIGH",8,3,1,1,0,TRUE,TRUE,0.127566666666667,0.127566666666667,0.00395256000906607,0.00395256000906607,"T_UT"
"XLOC_016653","ZFYVE1",7,3,1,0,1,FALSE,TRUE,0.105833333333333,,2.59408465201258e-07,,"T_UT"
"XLOC_016918","MOK",18,0,1,0,1,FALSE,FALSE,0.172733333333333,,0.00527892483732302,,"T_UT"
"XLOC_017584","SLC27A2",6,2,1,1,0,TRUE,TRUE,0.299266666666667,0.299266666666667,0.0261078429542005,0.0261078429542005,"T_UT"
"XLOC_017650","GCOM1",1,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_017650","MYZAP",2,1,1,1,0,TRUE,TRUE,0.0701333333333333,0.0701333333333333,0.000497249837571133,0.000497249837571133,"T_UT"
"XLOC_017650","POLR2M",4,0,1,0,1,FALSE,FALSE,0.192266666666667,,0.013046454172065,,"T_UT"
"XLOC_017966","RAMAC",2,1,1,0,1,FALSE,TRUE,0.113833333333333,,0.0143661480588305,,"T_UT"
"XLOC_018925","LINGO1",5,0,1,0,1,FALSE,FALSE,0.4362,,6.14864204821439e-06,,"T_UT"
"XLOC_019100","HDDC3",8,3,1,0,1,FALSE,TRUE,0.104766666666667,,0.00146290970979791,,"T_UT"
"XLOC_019116","ENSG00000260361",1,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_019116","FAM174B",9,1,1,0,1,FALSE,TRUE,0.113333333333333,,0.0486765493792115,,"T_UT"
"XLOC_019116","H2AZ2P1",2,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_019395","ALG1",9,2,2,1,1,TRUE,TRUE,0.1697,0.1697,8.29729696397889e-08,0.0370829951493503,"T_UT"
"XLOC_019446","RMI2",3,1,1,0,1,FALSE,TRUE,0.136933333333333,,0.00126778504493296,,"T_UT"
"XLOC_019624","LCMT1",10,9,1,1,0,TRUE,TRUE,0.106366666666667,0.106366666666667,0.0182960269500713,0.0182960269500713,"T_UT"
"XLOC_019702","CD2BP2-DT",5,0,1,0,1,FALSE,FALSE,0.2649,,0.0112500400855658,,"T_UT"
"XLOC_019728","FBXL19",4,0,1,0,1,FALSE,FALSE,0.130733333333333,,6.59571290992379e-13,,"T_UT"
"XLOC_019728","ORAI3",4,2,1,1,0,TRUE,TRUE,0.148433333333333,0.148433333333333,1.92255645501647e-16,1.92255645501647e-16,"T_UT"
"XLOC_020026","CCL22",4,4,4,4,0,TRUE,TRUE,0.356333333333333,0.356333333333333,1.43956395677891e-07,1.43956395677891e-07,"T_UT"
"XLOC_020221","NPIPB15",3,0,1,0,1,FALSE,FALSE,0.1849,,0.0334087275164649,,"T_UT"
"XLOC_020738","NPIPA9",10,3,2,2,0,TRUE,TRUE,0.102633333333333,0.102633333333333,0.000213749462899874,0.000213749462899874,"T_UT"
"XLOC_020738","PKD1P5",3,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_020762","GPRC5B",3,0,1,0,1,FALSE,FALSE,0.218333333333333,,0.00891068705301682,,"T_UT"
"XLOC_021363","TXNL4B",5,4,2,2,0,TRUE,TRUE,0.246633333333333,0.246633333333333,0.00196818748141227,0.00196818748141227,"T_UT"
"XLOC_021625","PAFAH1B1",8,4,2,1,1,TRUE,TRUE,0.1017,0.0938666666666667,0.00963454938092339,0.0328005717335575,"T_UT"
"XLOC_021732","KDM6B",3,0,2,0,2,FALSE,FALSE,0.303933333333333,,0.000787817682467859,,"T_UT"
"XLOC_021939","SPECC1",11,1,1,0,1,FALSE,TRUE,0.107333333333333,,0.0010670690369897,,"T_UT"
"XLOC_022129","RHOT1",13,6,1,1,0,TRUE,TRUE,0.157933333333333,0.157933333333333,1.79791180750605e-12,1.79791180750605e-12,"T_UT"
"XLOC_022194","CCL4",2,1,1,1,0,TRUE,TRUE,0.188233333333333,0.188233333333333,0.000994243694386227,0.000994243694386227,"T_UT"
"XLOC_022194","CCL4L2",3,1,1,1,0,TRUE,TRUE,0.188066666666667,0.188066666666667,0.000328435123189006,0.000328435123189006,"T_UT"
"XLOC_022206","MRM1",2,0,2,0,2,FALSE,FALSE,0.157133333333333,,0.00205270736781288,,"T_UT"
"XLOC_023195","ZNF18",6,1,2,0,2,FALSE,TRUE,0.6077,,2.9239208785721e-14,,"T_UT"
"XLOC_023262","FLCN",6,0,1,0,1,FALSE,FALSE,0.1794,,7.18875877193956e-07,,"T_UT"
"XLOC_023262","PLD6",1,0,1,0,1,FALSE,FALSE,0.221833333333333,,9.86066603716753e-11,,"T_UT"
"XLOC_023267","PEMT",6,0,1,0,1,FALSE,FALSE,0.102833333333333,,0.0147820178329314,,"T_UT"
"XLOC_023567","CCL3",2,2,1,1,0,TRUE,TRUE,0.219833333333333,0.219833333333333,5.61215504485498e-20,5.61215504485498e-20,"T_UT"
"XLOC_023567","CCL3L1",1,1,1,1,0,TRUE,TRUE,0.235966666666667,0.235966666666667,3.35346207618719e-19,3.35346207618719e-19,"T_UT"
"XLOC_023601","NPEPPSP1",9,1,1,0,1,FALSE,TRUE,0.187333333333333,,0.00892081118471953,,"T_UT"
"XLOC_023727","DHX58",12,6,2,0,2,FALSE,TRUE,0.1133,,0.000361141719832787,,"T_UT"
"XLOC_023867","OSBPL7",11,0,1,0,1,FALSE,FALSE,0.185966666666667,,0.0368124230335728,,"T_UT"
"XLOC_023939","SAMD14",9,0,1,0,1,FALSE,FALSE,0.217633333333333,,0.00310041342177101,,"T_UT"
"XLOC_024139","HELZ",7,2,2,1,1,TRUE,TRUE,0.222066666666667,0.109866666666667,0.00574586750109999,0.00574586750109999,"T_UT"
"XLOC_024291","USP36",11,5,1,1,0,TRUE,TRUE,0.143533333333333,0.143533333333333,2.22555003085575e-05,2.22555003085575e-05,"T_UT"
"XLOC_024293","TIMP2",3,1,1,0,1,FALSE,TRUE,0.153533333333333,,0.000525056480404501,,"T_UT"
"XLOC_024301","CBX4",2,0,2,0,2,FALSE,FALSE,0.115866666666667,,0.000902625558613871,,"T_UT"
"XLOC_025863","ENSG00000274425",2,1,2,1,1,TRUE,TRUE,0.2439,0.2439,0.00527369108922298,0.0212468229331591,"T_UT"
"XLOC_026575","INAFM1",2,1,2,1,1,TRUE,TRUE,0.247366666666667,0.247366666666667,0.0323249159632635,0.0323249159632635,"T_UT"
"XLOC_026685","SIGLEC9",3,3,1,1,0,TRUE,TRUE,0.305266666666667,0.305266666666667,0.0141627425392761,0.0141627425392761,"T_UT"
"XLOC_026704","ZNF175",4,0,2,0,2,FALSE,FALSE,0.2233,,2.16468547813701e-08,,"T_UT"
"XLOC_026744","ZNF845",3,2,1,0,1,FALSE,TRUE,0.1037,,0.0320296128345626,,"T_UT"
"XLOC_027060","SMIM24",3,0,1,0,1,FALSE,FALSE,0.209133333333333,,0.0410770264003308,,"T_UT"
"XLOC_028007","SYT3",4,0,2,0,2,FALSE,FALSE,0.2483,,0.00469554652909407,,"T_UT"
"XLOC_028013","KLK1",3,3,2,2,0,TRUE,TRUE,0.369333333333333,0.369333333333333,0.000693672314573448,0.000693672314573448,"T_UT"
"XLOC_028291","RSAD2",6,3,3,0,3,FALSE,TRUE,0.3374,,1.19707698783538e-09,,"T_UT"
