"gene_id","gene_name","n_isoforms","n_novel_isoforms","n_switching_isoforms","n_novel_switching_isoforms","n_known_switching_isoforms","novel_involved","has_novel_isoform","max_abs_dif_switching","max_abs_dif_novel_switching","min_isoform_switch_q","min_novel_switch_q","dataset_label"
"XLOC_001699","CD1D",6,5,1,1,0,TRUE,TRUE,0.123566666666667,0.123566666666667,0.000485880790375984,0.000485880790375984,"T_HT_anchor"
"XLOC_001946","RASAL2",10,5,3,1,2,TRUE,TRUE,0.1772,0.0275666666666667,0.00445285415696598,0.034317414433562,"T_HT_anchor"
"XLOC_002530","ENSG00000237250",2,1,1,1,0,TRUE,TRUE,0.2288,0.2288,0.0476298384683979,0.0476298384683979,"T_HT_anchor"
"XLOC_002530","ENSG00000243781",2,1,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_002719","AURKAIP1",6,2,1,1,0,TRUE,TRUE,0.115133333333333,0.115133333333333,7.79456516324864e-05,7.79456516324864e-05,"T_HT_anchor"
"XLOC_002839","CTNNBIP1",3,0,2,0,2,FALSE,FALSE,0.143333333333333,,0.00240046949607213,,"T_HT_anchor"
"XLOC_003170","ENSG00000224066",1,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_003170","TMEM234",9,2,1,0,1,FALSE,TRUE,0.2684,,0.00104561741336394,,"T_HT_anchor"
"XLOC_003268","BMP8B",2,1,2,1,1,TRUE,TRUE,0.110033333333333,0.110033333333333,5.54444956293e-05,0.00153165083973934,"T_HT_anchor"
"XLOC_003300","HIVEP3",4,1,2,1,1,TRUE,TRUE,0.1475,0.1021,0.0131082312569603,0.0423850328735539,"T_HT_anchor"
"XLOC_003325","KDM4A-AS1",9,2,1,0,1,FALSE,TRUE,0.2065,,3.9639638655564e-06,,"T_HT_anchor"
"XLOC_003420","TTC39A",11,3,1,1,0,TRUE,TRUE,0.283433333333333,0.283433333333333,0.0160167957471636,0.0160167957471636,"T_HT_anchor"
"XLOC_003522","DOCK7",9,5,1,1,0,TRUE,TRUE,0.167833333333333,0.167833333333333,0.0344830478185717,0.0344830478185717,"T_HT_anchor"
"XLOC_003886","ADORA3",2,2,1,1,0,TRUE,TRUE,0.193933333333333,0.193933333333333,0.0072938134545202,0.0072938134545202,"T_HT_anchor"
"XLOC_003886","TMIGD3",7,3,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_004289","MEF2D",5,0,2,0,2,FALSE,FALSE,0.117333333333333,,9.57612026289523e-07,,"T_HT_anchor"
"XLOC_004716","PHLDA3",4,1,2,0,2,FALSE,TRUE,0.251133333333333,,1.05150104921314e-07,,"T_HT_anchor"
"XLOC_004792","RAB7B",7,7,5,5,0,TRUE,TRUE,0.154033333333333,0.154033333333333,2.11035858489732e-132,2.11035858489732e-132,"T_HT_anchor"
"XLOC_004809","YOD1",2,0,1,0,1,FALSE,FALSE,0.242966666666667,,0.0285865869151899,,"T_HT_anchor"
"XLOC_004829","C1orf74",1,0,1,0,1,FALSE,FALSE,0.2257,,8.6507955232303e-07,,"T_HT_anchor"
"XLOC_004829","ENSG00000289700",1,1,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_004829","IRF6",2,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_005050","C1orf198",3,1,2,1,1,TRUE,TRUE,0.1167,0.115933333333333,0.000389632530807727,0.00619272171056221,"T_HT_anchor"
"XLOC_005397","PLXDC2",7,5,3,2,1,TRUE,TRUE,0.129966666666667,0.0857,4.5897728849056e-09,4.5897728849056e-09,"T_HT_anchor"
"XLOC_005743","REEP3",3,1,1,0,1,FALSE,TRUE,0.200066666666667,,0.0489817831813935,,"T_HT_anchor"
"XLOC_005782","KIFBP",7,0,1,0,1,FALSE,FALSE,0.2374,,0.0266141169019544,,"T_HT_anchor"
"XLOC_005842","PPP3CB-AS1",15,8,1,1,0,TRUE,TRUE,0.216233333333333,0.216233333333333,0.0203334488039757,0.0203334488039757,"T_HT_anchor"
"XLOC_005938","CCSER2",5,3,2,1,1,TRUE,TRUE,0.128133333333333,0.105666666666667,1.78635678886079e-06,1.78635678886079e-06,"T_HT_anchor"
"XLOC_005989","IFIT3",11,8,2,2,0,TRUE,TRUE,0.176166666666667,0.176166666666667,5.69522916225001e-13,5.69522916225001e-13,"T_HT_anchor"
"XLOC_005992","IFIT1",5,5,1,1,0,TRUE,TRUE,0.2691,0.2691,2.14102622024539e-22,2.14102622024539e-22,"T_HT_anchor"
"XLOC_005992","IFIT5",4,1,2,1,1,TRUE,TRUE,0.225666666666667,0.0933333333333333,1.07536328676476e-18,6.39614173763122e-07,"T_HT_anchor"
"XLOC_006358","INPP5A",5,0,1,0,1,FALSE,FALSE,0.2006,,0.00719662132970144,,"T_HT_anchor"
"XLOC_006660","ARHGAP12",9,0,1,0,1,FALSE,FALSE,0.107433333333333,,0.00524744855908802,,"T_HT_anchor"
"XLOC_006953","MICU1",6,6,1,1,0,TRUE,TRUE,0.120766666666667,0.120766666666667,0.0342720738421176,0.0342720738421176,"T_HT_anchor"
"XLOC_007417","EEF1AKMT2",4,2,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_007417","FAM53B",1,0,1,0,1,FALSE,FALSE,0.189566666666667,,1.73273903826729e-05,,"T_HT_anchor"
"XLOC_007508","IFITM1",2,1,2,1,1,TRUE,TRUE,0.289,0.289,2.05730281510062e-89,2.05730281510062e-89,"T_HT_anchor"
"XLOC_007508","IFITM2",9,0,2,0,2,FALSE,FALSE,0.1111,,8.99751299637543e-09,,"T_HT_anchor"
"XLOC_007648","TRIM22",10,7,4,3,1,TRUE,TRUE,0.1938,0.1189,0.00510977652340724,0.00510977652340724,"T_HT_anchor"
"XLOC_007793","SAA1",4,0,1,0,1,FALSE,FALSE,0.218066666666667,,0.000167750186023527,,"T_HT_anchor"
"XLOC_007960","ALKBH3",8,3,1,0,1,FALSE,TRUE,0.1,,0.0314664455535586,,"T_HT_anchor"
"XLOC_007960","C11orf96",1,0,1,0,1,FALSE,FALSE,0.2671,,7.31029437853444e-10,,"T_HT_anchor"
"XLOC_007960","SEC14L1P1",1,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_008595","RAB30-DT",11,0,1,0,1,FALSE,FALSE,0.1163,,0.00885457522181186,,"T_HT_anchor"
"XLOC_009327","RNF141",6,3,1,0,1,FALSE,TRUE,0.143333333333333,,0.00318956552634501,,"T_HT_anchor"
"XLOC_009761","MS4A6A",18,8,1,1,0,TRUE,TRUE,0.110266666666667,0.110266666666667,0.00503099295445464,0.00503099295445464,"T_HT_anchor"
"XLOC_009868","BATF2",4,2,1,1,0,TRUE,TRUE,0.127533333333333,0.127533333333333,0.00190101357838471,0.00190101357838471,"T_HT_anchor"
"XLOC_010103","ENSG00000219529",2,1,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_010103","RSF1",6,1,1,0,1,FALSE,TRUE,0.1064,,0.0156839776931891,,"T_HT_anchor"
"XLOC_010603","SENCR",2,0,2,0,2,FALSE,FALSE,0.1428,,0.00123510742605725,,"T_HT_anchor"
"XLOC_010704","CCND2",2,1,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_010704","ENSG00000285901",2,2,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_010704","TIGAR",2,0,1,0,1,FALSE,FALSE,0.1843,,0.000889606162554215,,"T_HT_anchor"
"XLOC_011237","SP1",4,0,2,0,2,FALSE,FALSE,0.182066666666667,,0.00401059719536786,,"T_HT_anchor"
"XLOC_011306","DGKA",17,5,1,1,0,TRUE,TRUE,0.2436,0.2436,0.0436218686598822,0.0436218686598822,"T_HT_anchor"
"XLOC_011310","SUOX",10,4,1,1,0,TRUE,TRUE,0.109133333333333,0.109133333333333,1.94068545328748e-05,1.94068545328748e-05,"T_HT_anchor"
"XLOC_011323","IL23A",3,1,2,1,1,TRUE,TRUE,0.2664,0.2664,6.42513378184985e-128,6.42513378184985e-128,"T_HT_anchor"
"XLOC_011424","IRAK3",5,2,2,1,1,TRUE,TRUE,0.254766666666667,0.1734,2.87298911782658e-14,2.87298911782658e-14,"T_HT_anchor"
"XLOC_011473","THAP2",2,2,1,1,0,TRUE,TRUE,0.438533333333333,0.438533333333333,8.82928775226408e-36,8.82928775226408e-36,"T_HT_anchor"
"XLOC_011473","TMEM19",5,4,2,1,1,TRUE,TRUE,0.141433333333333,0.141433333333333,3.45668836355433e-10,0.000114840786326871,"T_HT_anchor"
"XLOC_011890","PXN-AS1",9,1,1,0,1,FALSE,TRUE,0.1191,,0.0474176650428291,,"T_HT_anchor"
"XLOC_012274","ENSG00000255641",1,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_012274","KLRC1",5,0,1,0,1,FALSE,FALSE,0.0685333333333333,,0.00724159643794311,,"T_HT_anchor"
"XLOC_012274","KLRC2",2,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_012274","KLRC3",3,1,1,0,1,FALSE,TRUE,0.122833333333333,,0.00130874738949604,,"T_HT_anchor"
"XLOC_012382","LINC00477",5,4,1,1,0,TRUE,TRUE,0.134733333333333,0.134733333333333,0.0189607691841506,0.0189607691841506,"T_HT_anchor"
"XLOC_012382","SOX5",6,0,1,0,1,FALSE,FALSE,0.175733333333333,,0.000371095102595793,,"T_HT_anchor"
"XLOC_012762","PYM1",6,3,1,1,0,TRUE,TRUE,0.177133333333333,0.177133333333333,0.00137886745605045,0.00137886745605045,"T_HT_anchor"
"XLOC_012803","NDUFA4L2",6,0,1,0,1,FALSE,FALSE,0.3989,,0.0330444512631553,,"T_HT_anchor"
"XLOC_012969","PHLDA1",2,1,2,1,1,TRUE,TRUE,0.105933333333333,0.1048,0.0072673735747716,0.0167362001331233,"T_HT_anchor"
"XLOC_013030","KITLG",3,0,1,0,1,FALSE,FALSE,0.294333333333333,,0.000140077732962017,,"T_HT_anchor"
"XLOC_014509","CAB39L",7,5,1,1,0,TRUE,TRUE,0.150633333333333,0.150633333333333,0.032724466578338,0.032724466578338,"T_HT_anchor"
"XLOC_014729","DZIP1",6,0,1,0,1,FALSE,FALSE,0.2989,,8.35364111839346e-06,,"T_HT_anchor"
"XLOC_014800","TEX30",7,3,2,0,2,FALSE,TRUE,0.176833333333333,,0.00761324480235734,,"T_HT_anchor"
"XLOC_014975","TOX4",9,6,1,0,1,FALSE,TRUE,0.117433333333333,,0.000248167052093359,,"T_HT_anchor"
"XLOC_015144","ENSG00000259529",6,5,1,1,0,TRUE,TRUE,0.0513666666666667,0.0513666666666667,0.00500451632113474,0.00500451632113474,"T_HT_anchor"
"XLOC_015144","IRF9",8,3,4,2,2,TRUE,TRUE,0.1146,0.1146,1.63410363950211e-08,0.000376365384134758,"T_HT_anchor"
"XLOC_015144","RNF31",10,0,3,0,3,FALSE,FALSE,0.1077,,2.28318817083466e-15,,"T_HT_anchor"
"XLOC_015377","SOCS4",4,0,1,0,1,FALSE,FALSE,0.162233333333333,,0.0169393553247719,,"T_HT_anchor"
"XLOC_015588","JDP2",7,2,4,2,2,TRUE,TRUE,0.2092,0.2092,3.65570103325532e-26,3.65570103325532e-26,"T_HT_anchor"
"XLOC_015708","RIN3",9,1,4,0,4,FALSE,TRUE,0.2494,,0.000793920389229282,,"T_HT_anchor"
"XLOC_015796","WDR25",6,1,2,1,1,TRUE,TRUE,0.567833333333333,0.567833333333333,1.24028925590526e-10,0.0317130370911167,"T_HT_anchor"
"XLOC_016293","LINC01588",9,2,1,0,1,FALSE,TRUE,0.147466666666667,,0.00010056831666868,,"T_HT_anchor"
"XLOC_016571","TMED10",7,6,3,2,1,TRUE,TRUE,0.133966666666667,0.133966666666667,7.62139737947895e-08,7.62139737947895e-08,"T_HT_anchor"
"XLOC_016794","MOK",19,0,1,0,1,FALSE,FALSE,0.173866666666667,,0.00310762752789266,,"T_HT_anchor"
"XLOC_017286","CDIN1",6,0,1,0,1,FALSE,FALSE,0.203066666666667,,8.76396371839472e-05,,"T_HT_anchor"
"XLOC_017331","RPUSD2",3,0,1,0,1,FALSE,FALSE,0.148333333333333,,0.000544624553106223,,"T_HT_anchor"
"XLOC_017668","LRRC49",12,1,1,0,1,FALSE,TRUE,0.205466666666667,,0.0381558933437842,,"T_HT_anchor"
"XLOC_018267","GOLGA8B",8,0,1,0,1,FALSE,FALSE,0.112166666666667,,0.00194735950524036,,"T_HT_anchor"
"XLOC_018618","CLPX",8,4,2,1,1,TRUE,TRUE,0.147633333333333,0.0804,1.86521270033376e-07,0.0236100143420124,"T_HT_anchor"
"XLOC_018977","ENSG00000260361",1,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_018977","FAM174B",9,1,1,0,1,FALSE,TRUE,0.1119,,0.0290264234143337,,"T_HT_anchor"
"XLOC_018977","H2AZ2P1",2,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_019071","TARS3",6,2,1,0,1,FALSE,TRUE,0.1129,,0.0168788627937694,,"T_HT_anchor"
"XLOC_019307","RMI2",2,0,2,0,2,FALSE,FALSE,0.1498,,6.6087504826829e-07,,"T_HT_anchor"
"XLOC_019483","LCMT1",11,10,2,2,0,TRUE,TRUE,0.242266666666667,0.242266666666667,3.85325118686229e-05,3.85325118686229e-05,"T_HT_anchor"
"XLOC_019561","CD2BP2-DT",5,0,1,0,1,FALSE,FALSE,0.272233333333333,,0.0118986110759823,,"T_HT_anchor"
"XLOC_019586","ENSG00000261487",1,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_019586","FBXL19",5,0,2,0,2,FALSE,FALSE,0.131033333333333,,5.66659550304105e-12,,"T_HT_anchor"
"XLOC_019586","ORAI3",3,1,1,1,0,TRUE,TRUE,0.1468,0.1468,1.01285327794837e-24,1.01285327794837e-24,"T_HT_anchor"
"XLOC_020340","IFT140",9,2,1,1,0,TRUE,TRUE,0.138166666666667,0.138166666666667,0.0219612549612979,0.0219612549612979,"T_HT_anchor"
"XLOC_020371","ABCA3",6,0,1,0,1,FALSE,FALSE,0.2761,,8.6171084786464e-05,,"T_HT_anchor"
"XLOC_020623","GPRC5B",3,0,1,0,1,FALSE,FALSE,0.231066666666667,,0.00757166774707037,,"T_HT_anchor"
"XLOC_021196","COG4",14,10,2,1,1,TRUE,TRUE,0.2253,0.2253,1.40372234989751e-09,1.40372234989751e-09,"T_HT_anchor"
"XLOC_021481","PAFAH1B1",5,1,2,1,1,TRUE,TRUE,0.1144,0.1144,1.50603623480461e-05,1.50603623480461e-05,"T_HT_anchor"
"XLOC_021587","KDM6B",3,0,2,0,2,FALSE,FALSE,0.304066666666667,,0.0005770213616542,,"T_HT_anchor"
"XLOC_022044","CCL4",2,1,1,1,0,TRUE,TRUE,0.188,0.188,0.000806534437662317,0.000806534437662317,"T_HT_anchor"
"XLOC_022044","CCL4L2",3,1,1,1,0,TRUE,TRUE,0.188466666666667,0.188466666666667,0.000259368674282871,0.000259368674282871,"T_HT_anchor"
"XLOC_022057","MRM1",2,0,2,0,2,FALSE,FALSE,0.1583,,0.00071447160336557,,"T_HT_anchor"
"XLOC_022181","MLX",11,6,2,2,0,TRUE,TRUE,0.1349,0.1349,2.77719817501062e-11,2.77719817501062e-11,"T_HT_anchor"
"XLOC_022554","PITPNC1",4,2,2,2,0,TRUE,TRUE,0.221233333333333,0.221233333333333,6.10171786526335e-05,6.10171786526335e-05,"T_HT_anchor"
"XLOC_022602","COG1",7,2,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_022602","SSTR2",2,1,2,1,1,TRUE,TRUE,0.1424,0.0847666666666667,8.9679278236719e-11,8.9679278236719e-11,"T_HT_anchor"
"XLOC_022665","SPHK1",5,0,2,0,2,FALSE,FALSE,0.1766,,8.94135310322003e-09,,"T_HT_anchor"
"XLOC_023106","FLCN",6,0,1,0,1,FALSE,FALSE,0.1782,,7.48071116376465e-07,,"T_HT_anchor"
"XLOC_023106","PLD6",1,0,1,0,1,FALSE,FALSE,0.2215,,9.61433728944476e-11,,"T_HT_anchor"
"XLOC_023406","CCL3",1,1,1,1,0,TRUE,TRUE,0.224166666666667,0.224166666666667,4.53665715980588e-19,4.53665715980588e-19,"T_HT_anchor"
"XLOC_023406","CCL3L1",1,1,1,1,0,TRUE,TRUE,0.234666666666667,0.234666666666667,4.53665715980588e-19,4.53665715980588e-19,"T_HT_anchor"
"XLOC_023439","NPEPPSP1",8,0,1,0,1,FALSE,FALSE,0.1399,,0.0162171552426318,,"T_HT_anchor"
"XLOC_023565","DHX58",15,9,1,0,1,FALSE,TRUE,0.141566666666667,,3.57090033719572e-06,,"T_HT_anchor"
"XLOC_023775","SAMD14",9,0,1,0,1,FALSE,FALSE,0.224866666666667,,0.002689465200245,,"T_HT_anchor"
"XLOC_023780","COL1A1",6,0,1,0,1,FALSE,FALSE,0.317766666666667,,0.0402454052060735,,"T_HT_anchor"
"XLOC_023855","SEPTIN4",9,2,1,1,0,TRUE,TRUE,0.335,0.335,0.0109440185498095,0.0109440185498095,"T_HT_anchor"
"XLOC_024127","USP36",11,5,1,1,0,TRUE,TRUE,0.1274,0.1274,0.0030746456507431,0.0030746456507431,"T_HT_anchor"
"XLOC_024136","CBX8",4,0,1,0,1,FALSE,FALSE,0.3006,,0.0456006807167818,,"T_HT_anchor"
"XLOC_024137","CBX4",2,0,2,0,2,FALSE,FALSE,0.1167,,0.000668023363018814,,"T_HT_anchor"
"XLOC_025088","ZNF521",11,4,1,1,0,TRUE,TRUE,0.1685,0.1685,0.0119346454982865,0.0119346454982865,"T_HT_anchor"
"XLOC_026522","SIGLEC9",4,4,2,2,0,TRUE,TRUE,0.283966666666667,0.283966666666667,0.0142311959819847,0.0142311959819847,"T_HT_anchor"
"XLOC_026542","ZNF175",4,0,2,0,2,FALSE,FALSE,0.226033333333333,,5.27887914350289e-09,,"T_HT_anchor"
"XLOC_026582","ZNF845",3,2,1,0,1,FALSE,TRUE,0.101166666666667,,0.0429063275886739,,"T_HT_anchor"
"XLOC_026897","SMIM24",3,0,1,0,1,FALSE,FALSE,0.210633333333333,,0.0270187255529684,,"T_HT_anchor"
"XLOC_027650","IRGQ",1,0,1,0,1,FALSE,FALSE,0.117733333333333,,8.69638626770674e-07,,"T_HT_anchor"
"XLOC_027650","XRCC1",4,2,2,2,0,TRUE,TRUE,0.153733333333333,0.153733333333333,7.50463911843551e-14,7.50463911843551e-14,"T_HT_anchor"
"XLOC_027837","SYT3",4,0,1,0,1,FALSE,FALSE,0.137033333333333,,0.00767618669121701,,"T_HT_anchor"
"XLOC_028123","RSAD2",10,8,5,3,2,TRUE,TRUE,0.3671,0.3671,4.87126006106021e-20,4.87126006106021e-20,"T_HT_anchor"
"XLOC_028772","VAMP5",4,2,1,1,0,TRUE,TRUE,0.148433333333333,0.148433333333333,0.00100181231793119,0.00100181231793119,"T_HT_anchor"
"XLOC_029372","RIF1",9,4,1,0,1,FALSE,TRUE,0.107866666666667,,0.00867340977595556,,"T_HT_anchor"
"XLOC_029618","PMS1",14,4,2,1,1,TRUE,TRUE,0.2823,0.236933333333333,7.16036971312021e-09,7.16036971312021e-09,"T_HT_anchor"
"XLOC_030036","AGAP1",8,2,1,0,1,FALSE,TRUE,0.208766666666667,,5.32894784054264e-13,,"T_HT_anchor"
"XLOC_030152","ENSG00000242282",2,0,1,0,1,FALSE,FALSE,0.1878,,2.79212967498754e-11,,"T_HT_anchor"
"XLOC_030152","ENSG00000286905",4,2,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_030152","RNASEH1",3,0,1,0,1,FALSE,FALSE,0.187633333333333,,7.15477962987595e-18,,"T_HT_anchor"
"XLOC_030370","RBKS",5,1,2,0,2,FALSE,TRUE,0.4654,,1.75102797653348e-12,,"T_HT_anchor"
"XLOC_030657","LINC02245",3,1,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_030657","XLOC_030657",2,2,1,1,0,TRUE,TRUE,0.197366666666667,0.197366666666667,0.0303369986916599,0.0303369986916599,"T_HT_anchor"
"XLOC_031020","MGAT4A",6,3,2,1,1,TRUE,TRUE,0.140866666666667,0.0495,1.09404758217515e-17,2.0073542751158e-06,"T_HT_anchor"
"XLOC_031160","SLC35F5",15,7,2,1,1,TRUE,TRUE,0.1228,0.121766666666667,0.000265051289180245,0.000265051289180245,"T_HT_anchor"
"XLOC_031641","NCKAP1",7,6,1,1,0,TRUE,TRUE,0.127133333333333,0.127133333333333,1.58392013475298e-05,1.58392013475298e-05,"T_HT_anchor"
"XLOC_031693","STAT1",12,8,2,0,2,FALSE,TRUE,0.132133333333333,,4.13875016021045e-82,,"T_HT_anchor"
"XLOC_031873","MREG",3,1,2,0,2,FALSE,TRUE,0.191066666666667,,0.000229496521754235,,"T_HT_anchor"
"XLOC_031873","PECR",3,0,1,0,1,FALSE,FALSE,0.318433333333333,,3.57357528346254e-13,,"T_HT_anchor"
"XLOC_032186","ATRN",3,1,2,0,2,FALSE,TRUE,0.207866666666667,,0.000725105934843175,,"T_HT_anchor"
"XLOC_032569","DBNDD2",3,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_032569","SYS1",4,3,1,1,0,TRUE,TRUE,0.2447,0.2447,0.0164921586111479,0.0164921586111479,"T_HT_anchor"
"XLOC_032569","SYS1-DBNDD2",1,1,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_032601","NCOA3",6,2,1,0,1,FALSE,TRUE,0.114933333333333,,0.0047359452281326,,"T_HT_anchor"
"XLOC_032733","LINC02910",8,1,1,0,1,FALSE,TRUE,0.1225,,0.000563283942716135,,"T_HT_anchor"
"XLOC_033118","BCL2L1",12,1,6,0,6,FALSE,TRUE,0.132366666666667,,3.63496859506837e-07,,"T_HT_anchor"
"XLOC_033239","ZHX3",9,0,1,0,1,FALSE,FALSE,0.177066666666667,,0.0330509816822713,,"T_HT_anchor"
"XLOC_033502","ZBTB46",4,0,1,0,1,FALSE,FALSE,0.144366666666667,,0.0231561538773718,,"T_HT_anchor"
"XLOC_033510","RGS19",4,0,2,0,2,FALSE,FALSE,0.262466666666667,,1.56028382643058e-09,,"T_HT_anchor"
"XLOC_034422","ENSG00000288683",1,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_034422","PEX26",3,0,2,0,2,FALSE,FALSE,0.155033333333333,,0.00287033926132072,,"T_HT_anchor"
"XLOC_034422","TUBA8",4,0,2,0,2,FALSE,FALSE,0.159133333333333,,0.00513080557000344,,"T_HT_anchor"
"XLOC_034423","USP18",12,12,2,2,0,TRUE,TRUE,0.164,0.164,6.86825755110925e-14,6.86825755110925e-14,"T_HT_anchor"
"XLOC_034711","CCDC117",4,2,1,1,0,TRUE,TRUE,0.233266666666667,0.233266666666667,0.0261885650457244,0.0261885650457244,"T_HT_anchor"
"XLOC_034736","MTFP1",5,1,1,0,1,FALSE,TRUE,0.156666666666667,,0.0320942456340739,,"T_HT_anchor"
"XLOC_034736","SEC14L2",6,0,1,0,1,FALSE,FALSE,0.132233333333333,,0.00774877765190546,,"T_HT_anchor"
"XLOC_034877","APOBEC3A",1,1,1,1,0,TRUE,TRUE,0.139866666666667,0.139866666666667,1.16877453991215e-20,1.16877453991215e-20,"T_HT_anchor"
"XLOC_034877","APOBEC3B",5,2,1,0,1,FALSE,TRUE,0.1611,,0.0139761501689084,,"T_HT_anchor"
"XLOC_035266","LRP5L",5,0,1,0,1,FALSE,FALSE,0.1842,,0.00488936474565952,,"T_HT_anchor"
"XLOC_035430","MFNG",7,4,1,1,0,TRUE,TRUE,0.139366666666667,0.139366666666667,0.0217552101452693,0.0217552101452693,"T_HT_anchor"
"XLOC_035528","ARFGAP3",5,5,4,4,0,TRUE,TRUE,0.120066666666667,0.120066666666667,7.50115150935635e-12,7.50115150935635e-12,"T_HT_anchor"
"XLOC_035528","PACSIN2",3,2,3,2,1,TRUE,TRUE,0.161266666666667,0.1223,1.01507399748241e-12,1.01507399748241e-12,"T_HT_anchor"
"XLOC_036100","CCDC66",15,3,1,1,0,TRUE,TRUE,0.107866666666667,0.107866666666667,0.00336546334762504,0.00336546334762504,"T_HT_anchor"
"XLOC_036323","ST3GAL6",19,14,1,1,0,TRUE,TRUE,0.166866666666667,0.166866666666667,1.18466690499458e-05,1.18466690499458e-05,"T_HT_anchor"
"XLOC_036415","SLC35A5",7,4,1,1,0,TRUE,TRUE,0.168333333333333,0.168333333333333,0.0487601313944443,0.0487601313944443,"T_HT_anchor"
"XLOC_036495","CD86",9,8,1,1,0,TRUE,TRUE,0.3443,0.3443,5.08358562779543e-19,5.08358562779543e-19,"T_HT_anchor"
"XLOC_036970","KLHL24",7,2,2,1,1,TRUE,TRUE,0.158466666666667,0.146766666666667,1.98432865527884e-08,1.98432865527884e-08,"T_HT_anchor"
"XLOC_037512","PFKFB4",10,5,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_037512","UCN2",1,0,1,0,1,FALSE,FALSE,0.128933333333333,,3.71514004322816e-06,,"T_HT_anchor"
"XLOC_037565","RASSF1",5,0,1,0,1,FALSE,FALSE,0.222966666666667,,0.00660220323847937,,"T_HT_anchor"
"XLOC_038662","MIR922",2,2,1,1,0,TRUE,TRUE,0.294733333333333,0.294733333333333,1.03636013445335e-07,1.03636013445335e-07,"T_HT_anchor"
"XLOC_038662","RUBCN",7,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_038760","TBC1D14",5,1,1,0,1,FALSE,TRUE,0.116266666666667,,0.0209595807639698,,"T_HT_anchor"
"XLOC_039060","DCUN1D4",14,4,1,1,0,TRUE,TRUE,0.1363,0.1363,0.000112215393025018,0.000112215393025018,"T_HT_anchor"
"XLOC_039102","CRACD",3,0,1,0,1,FALSE,FALSE,0.220466666666667,,0.0184459505142301,,"T_HT_anchor"
"XLOC_039217","DCK",3,2,1,1,0,TRUE,TRUE,0.107566666666667,0.107566666666667,0.0027344510515109,0.0027344510515109,"T_HT_anchor"
"XLOC_039217","MOB1B",3,0,1,0,1,FALSE,FALSE,0.1057,,0.000155897826035884,,"T_HT_anchor"
"XLOC_039354","ENSG00000287542",6,6,0,0,0,FALSE,TRUE,,,,,"T_HT_anchor"
"XLOC_039354","HERC3",6,3,1,0,1,FALSE,TRUE,0.1336,,6.45402624212634e-07,,"T_HT_anchor"
"XLOC_039354","PIGY-DT",1,0,0,0,0,FALSE,FALSE,,,,,"T_HT_anchor"
"XLOC_039469","GAR1",3,0,2,0,2,FALSE,FALSE,0.156966666666667,,0.0151911397902704,,"T_HT_anchor"
"XLOC_040555","CNOT6L",9,5,1,0,1,FALSE,TRUE,0.1623,,0.00475025648133956,,"T_HT_anchor"
"XLOC_040687","DNAJB14",9,1,1,0,1,FALSE,TRUE,0.114633333333333,,0.0092835043048593,,"T_HT_anchor"
"XLOC_040996","SH3D19",7,0,2,0,2,FALSE,FALSE,0.284533333333333,,0.000599894969204029,,"T_HT_anchor"
"XLOC_041576","C5orf51",2,2,1,1,0,TRUE,TRUE,0.164933333333333,0.164933333333333,1.77666441723995e-05,1.77666441723995e-05,"T_HT_anchor"
"XLOC_041576","FBXO4",5,1,1,0,1,FALSE,TRUE,0.116766666666667,,1.88624559002929e-05,,"T_HT_anchor"
"XLOC_041759","SERF1A",4,0,1,0,1,FALSE,FALSE,0.168766666666667,,0.0315133895142354,,"T_HT_anchor"
"XLOC_042967","TARS1-DT",2,0,2,0,2,FALSE,FALSE,0.160133333333333,,0.000121961830958702,,"T_HT_anchor"
"XLOC_043322","SERINC5",2,1,1,0,1,FALSE,TRUE,0.1496,,0.0479102457349007,,"T_HT_anchor"
