"dataset_A","dataset_B","same_libraries","n_shared_replicate_samples","n_symbols_testable_in_both","n_switching_A","n_switching_B","n_switching_both","jaccard","expected_overlap_if_independent","odds_ratio","p_value","spearman_max_abs_dif","n_discordant","median_abs_dif_in_non_calling_reference","pct_discordant_reaching_near_miss","note"
"T_HT","T_UT",TRUE,6,10592,95,116,55,0.352564102564103,1.04040785498489,232.924726431589,2.58131044854209e-88,0.770652595365989,101,0.132433333333333,72.2772277227723,"Same libraries, two references: all disagreement is annotation + thresholding. Judge cross-dataset replication rates against this ceiling, not against 100%."
